"event","experiment time","system time","system time text"
"START",0.000000000E0,1781033293.196,"2026-06-09 21:28:13.196 UTC+02:00"
"PAUSE",3.956881939E1,1781033332.765,"2026-06-09 21:28:52.765 UTC+02:00"
