"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537613910953E9,"2026-06-04 3:46:53.911 UTC+02:00"
"PAUSE",3.215854775000116E1,1.780537646069284E9,"2026-06-04 3:47:26.069 UTC+02:00"
