"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.305890000E-3,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
1.041120200E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
1.239490100E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
1.440990600E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
1.639306500E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
1.840745500E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
2.039207600E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
2.240508100E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
2.438908700E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
2.640293900E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
2.838686800E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
3.040102700E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
3.238387900E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
3.439865300E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
3.641242800E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
3.839643300E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
4.041090100E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
4.239436700E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
4.440852700E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
4.639153200E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
4.840600000E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
5.039008200E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
5.240508800E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
5.438878500E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
5.640240600E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
5.838518100E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
6.039995600E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
6.238334500E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
6.439712100E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
6.641166400E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
6.839528500E-2,-1.490511149E-1,-2.718350291E-1,4.276056774E-3
