"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.639306500E-2,-1.097474098E-1,1.947860718E-1,-1.571731567E-1
2.438908700E-2,-1.909236908E-1,1.457495689E-1,-9.819030762E-2
3.238387900E-2,-1.762206554E-1,2.287197113E-2,-8.106184006E-2
4.041090100E-2,-1.962559223E-1,1.431274414E-2,-4.789352417E-2
4.840600000E-2,-1.729402542E-1,9.410381317E-3,-4.089164734E-2
5.640240600E-2,-1.694979668E-1,-3.032684326E-4,-3.333425522E-2
6.439712100E-2,-1.440987587E-1,-6.455564499E-2,-2.232360840E-2
7.239322000E-2,-1.583063602E-1,-7.144117355E-2,-1.703739166E-3
8.038862600E-2,-1.910991669E-1,-3.750038147E-2,1.423740387E-2
8.838434100E-2,-1.623110771E-1,6.204128265E-3,-2.230310440E-2
9.641105500E-2,-1.815383434E-1,4.210662842E-2,-8.040189743E-2
1.044061540E-1,-1.892151833E-1,5.059862137E-2,-1.406683922E-1
1.124019450E-1,-2.430126667E-1,7.525873184E-2,-2.415723801E-1
1.203969660E-1,-5.525801182E-1,7.405614853E-2,-3.353095055E-1
1.283936800E-1,-6.522405148E-1,1.024880409E-1,-1.707015038E-1
1.363887020E-1,2.849929333E-1,1.956310272E-1,-1.709108353E-1
1.443841860E-1,1.246945858E-1,1.769995689E-1,-2.114467621E-1
1.524103620E-1,-9.502768517E-2,1.350054741E-1,-3.373193741E-1
1.604054610E-1,-4.257693291E-1,1.171793938E-1,-2.743043900E-1
1.684017140E-1,-2.107975483E-1,1.493482590E-1,-3.369240761E-1
1.763975050E-1,-2.761580944E-1,1.682610512E-1,-4.417543411E-1
1.843934500E-1,-2.411415577E-1,1.823334694E-1,-4.385509491E-1
1.923891640E-1,-2.513120174E-1,2.100348473E-1,-5.192823410E-1
2.003833400E-1,-1.921679974E-1,2.321672440E-1,-6.087069511E-1
2.084101310E-1,-7.968783379E-2,2.945075035E-1,-5.627236366E-1
2.164058460E-1,-6.758379936E-2,2.864418030E-1,-5.655469894E-1
2.244010220E-1,-2.105593681E-1,3.022980690E-1,-6.127085686E-1
2.323975820E-1,-3.389306068E-1,3.477044106E-1,-5.994057655E-1
2.403920660E-1,-1.033070087E-1,3.318805695E-1,-4.767236710E-1
2.483884720E-1,1.881940365E-1,1.930313110E-1,-3.522858620E-1
2.563838020E-1,1.883056164E-1,1.652288437E-2,-3.099074364E-1
2.644100550E-1,1.093404293E-1,-1.040825844E-1,-2.601280212E-1
2.724066150E-1,1.507711411E-1,-2.267198563E-1,-2.104635239E-1
2.804011760E-1,2.136082649E-1,-5.266056061E-1,9.200572968E-3
2.883968900E-1,2.968227863E-1,-7.911462784E-1,1.796674728E-1
2.963938350E-1,3.042528629E-1,-8.733024597E-1,3.606219292E-1
3.043883190E-1,9.593272209E-2,-6.791911125E-1,4.948711395E-1
3.123837250E-1,-1.453917027E-1,-4.717698097E-1,5.730452538E-1
3.204073630E-1,-5.135788918E-1,-4.334993362E-1,5.584306717E-1
3.284056150E-1,-7.968411446E-1,-3.657369614E-1,4.063034058E-1
3.364010220E-1,-8.397514820E-1,-2.776021957E-1,2.946238518E-1
3.443970440E-1,-5.830857754E-1,-7.046461105E-2,-2.677750587E-1
3.523927580E-1,-1.255469322E-1,3.339433670E-2,-7.763504982E-1
3.603875490E-1,1.510989666E-1,-2.171959877E-1,-1.114439964E0
3.684146490E-1,2.042057514E-1,-4.571709633E-1,-1.165122271E0
3.764094390E-1,1.288659573E-1,-6.411290169E-1,-1.032671452E0
3.844057690E-1,-2.459287643E-2,-6.766743660E-1,-9.491658211E-1
3.924014060E-1,-2.112662792E-1,-7.085928917E-1,-8.712840080E-1
4.003959670E-1,-2.818512917E-1,-7.250881195E-1,-8.021011353E-1
4.083925270E-1,-2.663083076E-1,-7.392816544E-1,-7.574930191E-1
4.163880110E-1,-5.283660889E-1,-6.621637344E-1,-7.851779461E-1
4.244144940E-1,-8.584306240E-1,-5.652933121E-1,-6.632947922E-1
4.324099010E-1,-1.111717701E0,-4.137592316E-1,-4.522118568E-1
4.404046920E-1,-1.196782351E0,-3.253602982E-1,-3.890609741E-2
4.484012520E-1,-1.138605833E0,-3.690204620E-1,5.063519478E-1
4.563970440E-1,-1.012566566E0,-3.427286148E-1,-2.865648270E-2
4.643924500E-1,-1.018530130E0,-3.075418472E-1,-2.151036263E-1
4.723875490E-1,-9.153523445E-1,-1.818494797E-1,-3.603975773E-1
4.804103410E-1,-7.453145981E-1,-1.344490051E-2,-5.632035732E-1
4.884097470E-1,-4.971992970E-1,1.712989807E-1,-7.559931278E-1
4.964054620E-1,-3.424577713E-1,3.393850327E-1,-1.014995098E0
5.044005600E-1,-3.479793072E-1,4.436826706E-1,-1.149089336E0
5.123965060E-1,-4.781119823E-1,5.734701157E-1,-1.194448948E0
5.203919890E-1,-6.062891483E-1,7.051792145E-1,-1.154457569E0
5.283883190E-1,-6.242201328E-1,7.265729904E-1,-7.967820168E-1
5.363839560E-1,-4.086558819E-1,6.488652229E-1,-4.717757702E-1
5.444095170E-1,-9.158468246E-2,5.185985565E-1,-5.203216076E-1
5.524056160E-1,6.510210037E-2,3.019800186E-1,-8.993172646E-1
5.603969450E-1,2.405571938E-1,2.412061691E-1,-9.635229111E-1
5.683967370E-1,5.122480392E-1,1.792793274E-1,-9.461011887E-1
5.763927590E-1,7.228775024E-1,1.673984528E-1,-8.697583675E-1
5.843881650E-1,8.502883911E-1,1.057214737E-1,-7.752487659E-1
5.924142640E-1,7.878768444E-1,2.803611755E-2,-7.419650555E-1
6.004091320E-1,6.759576797E-1,-4.145336151E-2,-5.936818123E-1
6.084056930E-1,5.331616402E-1,-1.462612152E-1,-2.928264141E-1
6.164005600E-1,4.392237663E-1,-1.984825134E-1,-1.484730244E-1
6.243961970E-1,1.610834599E-1,-2.440214157E-1,7.837390900E-2
6.323919120E-1,-1.229720116E-1,-2.964134216E-1,2.926623821E-1
6.403870110E-1,-3.205499649E-1,-3.481168747E-1,3.985090256E-1
6.484138020E-1,-3.561398983E-1,-3.947010040E-1,2.649257183E-1
6.564107470E-1,-2.253644466E-1,-3.626604080E-1,6.535530090E-2
6.644055380E-1,2.555561066E-2,-2.785749435E-1,-1.450781822E-1
6.724013300E-1,3.313040733E-1,-1.931076050E-1,-2.950749397E-1
6.803960440E-1,6.413872242E-1,-7.368659973E-2,-3.943893909E-1
6.883915270E-1,8.402321339E-1,-7.689380646E-2,-4.690704346E-1
6.963887030E-1,8.355123997E-1,-1.288261414E-1,-5.143506527E-1
7.044139560E-1,6.934871674E-1,-2.497167587E-1,-5.042023659E-1
7.124088240E-1,5.537950993E-1,-4.218330383E-1,-4.390439987E-1
7.204044620E-1,3.792755604E-1,-6.112909317E-1,-3.069164753E-1
7.284007910E-1,2.394986153E-1,-8.065195084E-1,6.302738190E-2
7.363968900E-1,1.635997295E-1,-8.935756683E-1,2.962536812E-1
7.443916050E-1,6.887316704E-2,-9.231548309E-1,3.569648266E-1
7.523876270E-1,1.004409790E-2,-8.816146851E-1,4.182438850E-1
7.604129560E-1,2.088737488E-2,-7.695980072E-1,3.724825382E-1
7.684095170E-1,6.426787376E-2,-6.401367188E-1,3.608839512E-1
7.764062310E-1,1.066141129E-1,-4.741439819E-1,2.513525486E-1
7.844009460E-1,8.115243912E-2,-3.218097687E-1,8.200812340E-2
7.923963520E-1,3.485488892E-2,-1.729211807E-1,-3.647184372E-2
8.003909130E-1,-2.649998665E-2,-2.692890167E-2,-1.606147289E-1
8.083871650E-1,-9.017539024E-2,5.676841736E-2,-2.128868103E-1
8.164137260E-1,-1.724674702E-1,1.382350922E-1,-1.594941616E-1
8.244090560E-1,-2.995893955E-1,1.768054962E-1,-9.618401527E-2
8.324047700E-1,-3.666131496E-1,1.675825119E-1,3.511428833E-3
8.404001770E-1,-3.100383282E-1,1.002922058E-1,2.648680210E-1
8.483965060E-1,-1.461777687E-1,-8.942604065E-3,1.967821121E-1
8.563925270E-1,-8.462190628E-3,-8.851051331E-2,3.273701668E-2
8.643867030E-1,8.602261543E-2,-1.312322617E-1,-2.103781700E-2
8.724134940E-1,1.601166725E-1,-1.294336319E-1,-1.819326878E-1
8.804082860E-1,2.364745140E-1,-8.524990082E-2,-3.233850002E-1
8.884050000E-1,2.971038818E-1,-3.434467316E-2,-4.338468313E-1
8.964010220E-1,3.202066422E-1,4.493331909E-2,-5.460039377E-1
9.043963520E-1,2.533159256E-1,1.696949005E-1,-5.770127773E-1
9.123920660E-1,1.593401432E-1,2.803630829E-1,-5.551543236E-1
9.203868570E-1,4.003524780E-2,3.244895935E-1,-4.913301468E-1
9.284134180E-1,-1.227343082E-1,3.166103363E-1,-4.484075308E-1
9.364091320E-1,-3.354969025E-1,3.669137955E-1,-3.600479364E-1
9.444047700E-1,-4.438269138E-1,4.272956848E-1,-2.614443302E-1
9.524002530E-1,-5.237479210E-1,4.661083221E-1,-6.873977184E-2
9.603955830E-1,-4.956800938E-1,4.924974442E-1,-6.380677223E-3
9.683916820E-1,-4.388670921E-1,5.015096664E-1,-8.441030979E-2
9.763867810E-1,-3.700642586E-1,4.810247421E-1,-1.389813423E-2
9.844138800E-1,-3.052759171E-1,4.381465912E-1,1.268839836E-1
9.924086710E-1,-2.651107311E-1,3.729219437E-1,1.522206068E-1
1.000404001E0,-1.036086082E-1,3.570890427E-1,2.028858662E-1
1.008400407E0,3.751993179E-3,3.546972275E-1,-3.146481514E-2
1.016395737E0,1.050000191E-1,3.802680969E-1,-1.049228907E-1
1.024391451E0,1.435551643E-1,3.574304581E-1,-1.541173458E-1
1.032387242E0,1.202926636E-1,3.272247314E-1,-1.786363125E-1
1.040413341E0,-6.669759750E-3,2.709131241E-1,-2.022083998E-1
1.048408825E0,-2.649414539E-1,1.385459900E-1,-1.770604849E-1
1.056404539E0,-4.776566029E-1,-1.003236771E-1,-1.628851891E-1
1.064399946E0,-6.135892868E-1,-3.561220169E-1,-1.511714458E-1
1.072395891E0,-6.765654087E-1,-6.635026932E-1,-1.307424307E-1
1.080390990E0,-6.713473797E-1,-9.354543686E-1,-2.161216736E-2
1.088386781E0,-5.578656197E-1,-1.249836922E0,2.953274250E-1
1.096413496E0,-4.475414753E-1,-1.426157951E0,1.014782190E-1
1.104408902E0,-2.612736225E-1,-1.464985847E0,1.394827366E-1
1.112404308E0,-1.019659042E-1,-1.363978386E0,1.692862511E-1
1.120399407E0,-4.400730133E-3,-1.153964996E0,1.354728937E-1
1.128395813E0,1.827709675E-1,-8.444166183E-1,8.793187141E-2
1.136391528E0,2.829403877E-1,-5.453920364E-1,2.367079258E-2
1.144387242E0,3.590414524E-1,-2.016706467E-1,-7.201194763E-2
1.152412803E0,3.371486664E-1,1.652765274E-1,-1.369470358E-1
1.160407901E0,2.899293900E-1,4.216089249E-1,-1.424531937E-1
1.168404539E0,1.749901772E-1,6.441326141E-1,-8.856499195E-2
1.176400176E0,3.761935234E-2,7.944383621E-1,-4.747772217E-2
1.184395583E0,-1.317179203E-1,8.341674805E-1,3.302085400E-2
1.192390759E0,-2.632484436E-1,8.280773163E-1,1.219043732E-1
1.200386396E0,-3.444616795E-1,7.641849518E-1,3.232908249E-1
1.208412880E0,-3.321979046E-1,6.206636429E-1,4.769353867E-1
1.216408594E0,-2.722899914E-1,4.836730957E-1,3.869880438E-1
1.224404924E0,-1.247856617E-1,3.197422028E-1,2.875006199E-1
1.232399407E0,2.397203445E-2,1.984033585E-1,2.346042395E-1
1.240395122E0,5.554699898E-2,1.105718613E-1,1.598416567E-1
1.248391144E0,1.218862534E-1,6.382083893E-2,1.068290472E-1
1.256387550E0,1.807448864E-1,5.359840393E-2,6.830954552E-2
1.264412726E0,2.463073730E-1,-2.548503876E-2,2.519989014E-2
1.272408517E0,2.184484005E-1,-6.317710876E-2,-1.055061817E-2
1.280402693E0,1.356003284E-1,-1.503963470E-1,-4.115033150E-2
1.288399638E0,5.540418625E-2,-1.194744110E-1,-6.400752068E-2
1.296395353E0,-5.895614624E-3,-8.305740356E-2,-6.210374832E-2
1.304390682E0,-2.479648590E-2,-3.646373749E-2,-6.641399860E-2
1.312417166E0,2.381873131E-2,1.998901367E-2,-5.518352985E-2
