"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.304625000E-2,-2.147559518E-1,-2.635135442E-2,-4.142050624E-1
2.304125000E-2,-1.188423193E-1,-1.293199450E-2,-2.404100257E-1
3.303525000E-2,7.334747314E-3,-2.462350219E-2,2.400866747E-3
4.303025000E-2,7.812055528E-2,-5.500855833E-2,2.459105015E-1
5.302525000E-2,1.215957731E-1,-6.640215039E-2,3.840310907E-1
6.302025000E-2,8.437824547E-2,-6.958449751E-2,4.108300495E-1
7.301425000E-2,6.504442692E-3,-7.121937901E-2,3.467866659E-1
8.300925000E-2,-5.255477428E-2,-4.581965894E-2,2.272128600E-1
9.300425000E-2,-1.116683704E-1,-8.443087041E-3,1.108608699E-1
1.029982500E-1,-1.213268012E-1,1.274400651E-2,1.234873474E-2
1.129932500E-1,-1.185552210E-1,-1.037383765E-2,-1.069748104E-2
1.229882500E-1,-1.118279994E-1,-2.778889239E-3,-1.340825021E-2
1.329822500E-1,-5.101929545E-2,-4.447743058E-2,5.254600346E-2
1.429772500E-1,1.963261127E-2,-1.050694951E-1,1.314676273E-1
1.529722500E-1,6.420184314E-2,-1.362714073E-1,1.756608832E-1
1.629672500E-1,1.278546327E-1,-1.615383956E-1,2.164522290E-1
1.729612500E-1,1.574947536E-1,-1.655212265E-1,2.401492399E-1
1.829562500E-1,1.550535411E-1,-1.832637253E-1,2.511648095E-1
1.929512500E-1,1.447776443E-1,-1.995496827E-1,2.120516145E-1
2.029452500E-1,1.508622569E-1,-2.134783351E-1,1.447641957E-1
2.129402500E-1,1.580958474E-1,-2.142858356E-1,9.806248426E-2
2.229352500E-1,1.507651931E-1,-2.260247058E-1,5.354470789E-2
2.329302500E-1,1.585028136E-1,-2.360281223E-1,1.773577452E-2
2.429242500E-1,2.074223739E-1,-2.759181198E-1,6.311426103E-2
2.529192500E-1,2.587772995E-1,-3.402763760E-1,1.341398048E-1
2.629142500E-1,4.364607346E-1,-4.274440357E-1,1.709065121E-1
2.729082500E-1,6.239698309E-1,-5.141848487E-1,1.873401117E-1
2.829032500E-1,7.431547970E-1,-5.660864890E-1,2.489358509E-1
2.928982500E-1,8.600207573E-1,-5.609318760E-1,2.225491208E-1
3.028922500E-1,1.015955474E0,-5.618446264E-1,1.117654341E-1
3.128872500E-1,1.143490264E0,-5.531869465E-1,1.553897560E-2
3.228822500E-1,1.262733702E0,-5.890376875E-1,-1.759006190E-1
3.328772500E-1,1.407589699E0,-6.410931095E-1,-4.322063005E-1
3.428702500E-1,1.521502231E0,-7.049455816E-1,-7.005309337E-1
3.528652500E-1,1.646202875E0,-7.899439242E-1,-8.557651538E-1
3.628602500E-1,1.828878663E0,-8.504047188E-1,-1.020772995E0
3.728542500E-1,2.046440694E0,-8.622079083E-1,-1.098587741E0
3.828492500E-1,2.221789920E0,-8.575096706E-1,-1.140644424E0
3.928442500E-1,2.369507545E0,-8.250678563E-1,-1.096102089E0
4.028382500E-1,2.386839861E0,-8.338193840E-1,-1.008519570E0
4.128332500E-1,2.336568425E0,-1.014793340E0,-9.415315282E-1
4.228282500E-1,2.224607109E0,-1.242715467E0,-1.180150552E0
4.328232500E-1,2.046074073E0,-1.273923226E0,-1.349049715E0
4.428172500E-1,1.778087994E0,-1.146608584E0,-1.416801110E0
4.528122500E-1,1.365994946E0,-1.015465185E0,-1.416540032E0
4.628072500E-1,9.600596005E-1,-9.520743504E-1,-1.447156638E0
4.728012500E-1,6.412126851E-1,-9.569447887E-1,-1.327945067E0
4.827962500E-1,4.237079573E-1,-9.735567284E-1,-1.147860473E0
4.927912500E-1,3.062198532E-1,-9.982483506E-1,-8.920380637E-1
5.027852500E-1,2.079959857E-1,-9.720656884E-1,-6.529489240E-1
5.127802500E-1,9.730176151E-2,-8.674742031E-1,-5.563818651E-1
5.227752500E-1,-6.115252018E-2,-7.192481634E-1,-5.726154900E-1
5.327692500E-1,-2.907966524E-1,-6.373523533E-1,-5.485673538E-1
5.427642500E-1,-5.561520696E-1,-5.684373620E-1,-5.066800936E-1
5.527592500E-1,-6.899544901E-1,-4.551978448E-1,-4.165066727E-1
5.627542500E-1,-8.302321172E-1,-3.003159195E-1,-3.972750342E-1
5.727482500E-1,-1.048116914E0,-1.960676658E-1,-3.217158517E-1
5.827432500E-1,-1.345727327E0,-1.144358575E-1,-6.878050536E-2
5.927382500E-1,-1.538165041E0,2.141045719E-2,1.683388536E-1
6.027322500E-1,-1.583815423E0,1.447890463E-1,2.902657253E-1
6.127272500E-1,-1.584510657E0,2.625613251E-1,3.695908070E-1
6.227222500E-1,-1.485062968E0,4.644656816E-1,5.096484326E-1
6.327162500E-1,-1.394680216E0,6.116175878E-1,4.977382390E-1
6.427112500E-1,-1.307953144E0,7.471496147E-1,4.255053914E-1
6.527062500E-1,-1.236396089E0,9.323440906E-1,4.376674537E-1
6.627012500E-1,-1.248319146E0,1.097720599E0,3.979405935E-1
6.726952500E-1,-1.215433236E0,1.200148614E0,2.133432645E-1
6.826902500E-1,-1.271822029E0,1.224756036E0,1.366159545E-1
6.926852500E-1,-1.284305250E0,1.226849924E0,8.402039587E-2
7.026792500E-1,-1.325066190E0,1.212423089E0,1.146682844E-2
7.126742500E-1,-1.381339794E0,1.257615634E0,3.310635030E-2
7.226692500E-1,-1.319577409E0,1.343943926E0,-3.471901238E-2
7.326632500E-1,-1.237656748E0,1.367627488E0,1.499284565E-2
7.426582500E-1,-1.192862983E0,1.258268768E0,2.890936509E-2
7.526532500E-1,-1.155441973E0,1.071849008E0,-7.674762905E-2
7.626482500E-1,-1.179831294E0,8.407313776E-1,-1.254366629E-1
7.726422500E-1,-1.274483682E0,5.902337354E-1,-5.250097990E-2
7.826372500E-1,-1.251613467E0,4.385230476E-1,-5.863003135E-3
7.926322500E-1,-1.210570107E0,3.431719172E-1,1.045914853E-1
8.026262500E-1,-1.188957043E0,2.791700488E-1,1.675946492E-1
8.126212500E-1,-1.150670060E0,2.367818284E-1,2.933021843E-1
8.226162500E-1,-9.996627921E-1,1.783587885E-1,3.885784703E-1
