"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.835500007E-3,-4.165687408E0,-5.210963745E0,7.165000305E0
8.104499982E-3,-3.657643890E0,-5.263205109E0,7.197782135E0
1.804450000E-2,-3.436553650E0,-5.283562775E0,7.228618011E0
2.798449999E-2,-3.466341705E0,-5.274132385E0,7.274123383E0
3.792449998E-2,-3.605103149E0,-5.259313202E0,7.264543304E0
4.786349999E-2,-3.761228485E0,-5.249134369E0,7.257657623E0
5.780349998E-2,-3.869752808E0,-5.254972229E0,7.250173187E0
6.774350000E-2,-3.947441254E0,-5.269641724E0,7.253166962E0
7.768349999E-2,-4.025129700E0,-5.259911957E0,7.251370697E0
8.762350000E-2,-4.093836823E0,-5.238805847E0,7.278614044E0
9.756249998E-2,-4.123924255E0,-5.213209076E0,7.277266846E0
1.075025000E-1,-4.112996979E0,-5.205425262E0,7.279811554E0
1.174425000E-1,-4.080364838E0,-5.210814056E0,7.283254395E0
1.273825000E-1,-4.034859467E0,-5.235363007E0,7.288044434E0
1.373225000E-1,-3.998185730E0,-5.259911957E0,7.249275055E0
1.472622500E-1,-3.956572266E0,-5.245691528E0,7.228019257E0
1.572022500E-1,-3.933220825E0,-5.221891022E0,7.246281281E0
1.671422500E-1,-3.901187439E0,-5.220394135E0,7.275171204E0
1.770822500E-1,-3.869303741E0,-5.239404602E0,7.281009064E0
1.870222500E-1,-3.862867126E0,-5.269941101E0,7.290738831E0
1.969612500E-1,-3.897445221E0,-5.282065887E0,7.290439453E0
2.069012500E-1,-3.933819580E0,-5.277126160E0,7.270830231E0
2.168412500E-1,-3.963757324E0,-5.271887054E0,7.255861359E0
2.267812500E-1,-3.965852966E0,-5.265899506E0,7.249125366E0
2.367202500E-1,-3.983815613E0,-5.261259155E0,7.260950775E0
2.466602500E-1,-3.997437286E0,-5.253175964E0,7.266788635E0
2.566002500E-1,-4.005370789E0,-5.237009583E0,7.266788635E0
2.665402500E-1,-4.020938416E0,-5.219046936E0,7.262597351E0
2.764802500E-1,-4.034709778E0,-5.224136353E0,7.261699219E0
2.864192500E-1,-4.024980011E0,-5.239105225E0,7.252119141E0
2.963592500E-1,-4.008963318E0,-5.247936859E0,7.250771942E0
3.062992500E-1,-3.973187714E0,-5.247188416E0,7.241790619E0
3.162392500E-1,-3.963607635E0,-5.251230011E0,7.228767700E0
3.261792500E-1,-3.975283356E0,-5.249583435E0,7.218289490E0
3.361182500E-1,-3.980522461E0,-5.274132385E0,7.241042175E0
3.460582500E-1,-3.965852966E0,-5.294490051E0,7.242239685E0
3.559982500E-1,-3.977977753E0,-5.292843475E0,7.241790619E0
3.659382500E-1,-3.991749115E0,-5.292394409E0,7.242089996E0
3.758782500E-1,-3.997586975E0,-5.274880829E0,7.232360229E0
