"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.595375019E-3,1.994962990E-2,-2.010623068E-1,-1.658441313E-2
1.353537501E-2,-1.209990121E-3,-6.507446617E-2,3.098504618E-3
2.347437502E-2,-1.598973572E-2,7.478542626E-2,2.137444727E-2
3.341437501E-2,-2.416506223E-2,1.446356326E-1,2.196710743E-2
4.335437500E-2,-2.287289687E-2,1.441139281E-1,1.056584902E-2
5.329337501E-2,-2.290705219E-2,9.567925334E-2,-7.124338299E-5
6.323337500E-2,-1.249435917E-2,2.116613649E-2,-4.081963561E-3
7.317237501E-2,7.853717543E-4,-5.615807697E-2,-8.316629566E-3
8.311237500E-2,6.777483970E-3,-9.330277890E-2,-5.673709325E-3
9.305237501E-2,2.826041076E-3,-8.897987008E-2,-5.348029546E-3
1.029913750E-1,5.474554840E-3,-5.743659288E-2,1.348488033E-3
1.129313750E-1,-5.014459603E-4,-8.648872375E-3,5.480461754E-3
1.228703750E-1,-6.835774053E-3,3.278112784E-2,3.845280968E-3
1.328103750E-1,-6.433318835E-3,5.812237784E-2,-5.299559794E-3
1.427503750E-1,-5.472004414E-4,6.418879330E-2,-8.398947306E-3
1.526893750E-1,5.698371213E-3,5.236174166E-2,3.783246502E-4
1.626293750E-1,6.790800020E-3,2.663826942E-2,6.731561851E-3
1.725683750E-1,1.039774623E-2,1.463757828E-3,4.542043898E-3
1.825083750E-1,9.946607053E-3,-1.476314850E-2,1.365425065E-3
1.924483750E-1,1.106118597E-2,-1.505928021E-2,3.314432688E-3
2.023873750E-1,1.166599058E-2,-8.478537202E-4,6.585060619E-3
2.123273750E-1,5.908228457E-3,3.042688221E-2,9.676751681E-3
2.222663750E-1,3.800387494E-4,5.215321854E-2,9.871695191E-3
2.322063750E-1,3.310756292E-3,7.307152450E-2,1.228297409E-2
2.421463750E-1,8.936151862E-3,9.120205790E-2,1.551898103E-2
2.520853750E-1,7.856118493E-3,9.359636903E-2,1.536960527E-2
2.620253750E-1,4.410520196E-3,8.334160596E-2,1.201348938E-2
2.719643750E-1,4.123599268E-3,6.713774800E-2,9.699015878E-3
2.819043750E-1,2.031952608E-3,4.973664880E-2,6.999902427E-3
2.918433750E-1,2.385021653E-3,2.988766134E-2,3.335206304E-3
3.017833750E-1,1.541332342E-3,5.100287497E-3,-1.988186501E-3
3.117233750E-1,3.285212908E-3,-1.150141377E-2,-1.523332670E-3
3.216623750E-1,6.296182983E-3,-1.904668286E-2,3.006171901E-3
3.316023750E-1,4.393675365E-3,-1.586159319E-2,2.077582292E-3
3.415413750E-1,-3.658125643E-3,-5.264343228E-3,4.408114590E-3
3.514813750E-1,-1.231704839E-2,9.465965442E-3,2.879992127E-3
3.614213750E-1,-1.613042876E-2,2.355621755E-2,2.804624848E-3
3.713603750E-1,-1.455620117E-2,3.437194973E-2,7.057187147E-3
3.813003750E-1,-1.776903868E-2,3.792566806E-2,1.533828676E-2
3.912393750E-1,-2.000000887E-2,3.801603615E-2,2.012624964E-2
4.011793750E-1,-1.837255247E-2,3.593210876E-2,2.601583302E-2
4.111193750E-1,-1.163586974E-2,4.218776524E-2,3.011515364E-2
4.210583750E-1,-5.226706620E-3,6.374818087E-2,4.018030316E-2
4.309983750E-1,-1.410174277E-2,9.085053205E-2,4.416777566E-2
4.409373750E-1,-2.485106140E-2,1.042883098E-1,3.673516214E-2
4.508773750E-1,-3.097173572E-2,1.089528576E-1,3.336695582E-2
4.608173750E-1,-3.047372773E-2,9.893111885E-2,4.162861407E-2
4.707563750E-1,-2.218395099E-2,7.947109640E-2,5.142771453E-2
4.806963750E-1,-1.785338484E-2,7.529419661E-2,5.550927669E-2
4.906353750E-1,-1.496370975E-2,7.557342947E-2,5.318010226E-2
5.005753750E-1,-1.052235719E-2,9.928461909E-2,5.526615679E-2
5.105153750E-1,-6.521887612E-3,1.451773196E-1,6.441096961E-2
5.204543750E-1,-1.739903539E-2,1.940282136E-1,6.836789846E-2
5.303943750E-1,-3.344909474E-2,2.382653356E-1,5.491057411E-2
5.403333750E-1,-4.134377092E-2,2.593591511E-1,3.514938429E-2
5.502733750E-1,-3.612425551E-2,2.474951744E-1,2.148747258E-2
5.602135000E-1,-2.453310974E-2,2.082612216E-1,1.640616171E-2
5.701525000E-1,-7.012333255E-3,1.644293666E-1,2.500310913E-2
5.800925000E-1,1.055733953E-2,1.390403807E-1,3.819933906E-2
5.900315000E-1,-5.104079843E-3,1.321601272E-1,4.536758363E-2
5.999715000E-1,-3.335302696E-2,1.084494740E-1,3.528698534E-2
6.099115000E-1,-4.370989650E-2,7.952342182E-2,1.503399387E-2
6.198505000E-1,-4.107443243E-2,4.749944806E-2,5.208261777E-3
6.297905000E-1,-2.592964098E-2,2.291062847E-2,1.056792215E-3
6.397295000E-1,-1.095521916E-2,1.744608954E-2,5.630422384E-4
6.496695000E-1,-1.444675494E-3,2.729745395E-2,1.850601286E-3
6.596095000E-1,2.865650691E-3,5.048586428E-2,1.072531939E-2
6.695485000E-1,1.662390307E-2,9.621502459E-2,1.869637147E-2
6.794885000E-1,7.952118292E-3,1.498303115E-1,1.785507984E-2
6.894275000E-1,-6.954230368E-3,1.842067093E-1,1.117751002E-3
6.993675000E-1,-2.123250067E-2,1.880683005E-1,-1.532220840E-2
7.093075000E-1,-2.490957640E-2,1.498037130E-1,-2.417998761E-2
7.192465000E-1,-9.018225595E-3,9.129112959E-2,-3.235562518E-2
7.291865000E-1,1.333021373E-2,3.756602854E-2,-3.823719174E-2
7.391255000E-1,2.834777907E-2,5.717816763E-3,-5.078920349E-2
7.490655000E-1,2.852494642E-2,-9.282678366E-3,-6.043873727E-2
7.590055000E-1,2.876170166E-2,1.213472988E-2,-6.436583400E-2
7.689445000E-1,2.696522325E-2,4.675585777E-2,-6.426535547E-2
7.788845000E-1,1.395088807E-2,9.468823671E-2,-6.798473001E-2
7.888235000E-1,7.201603614E-3,1.296313703E-1,-7.825148106E-2
7.987635000E-1,5.842059851E-3,1.389961094E-1,-8.718585223E-2
8.087035000E-1,1.155513152E-2,1.231651530E-1,-9.891995043E-2
8.186425000E-1,1.640741155E-2,7.940169424E-2,-1.093696579E-1
8.285825000E-1,2.984250337E-2,3.252083808E-2,-1.145288199E-1
8.385215000E-1,4.754533619E-2,7.981673814E-3,-1.179270148E-1
8.484615000E-1,5.478152633E-2,8.070280775E-3,-1.190843955E-1
8.584015000E-1,4.666394740E-2,3.233354539E-2,-1.218682006E-1
8.683405000E-1,2.802300639E-2,6.966809928E-2,-1.318814754E-1
8.782805000E-1,1.533437520E-2,9.718094766E-2,-1.434355974E-1
8.882195000E-1,5.497095175E-3,1.090702340E-1,-1.471514106E-1
8.981595000E-1,9.093694389E-3,1.007505208E-1,-1.465063989E-1
9.080995000E-1,2.283395641E-2,8.209816366E-2,-1.442744881E-1
9.180385000E-1,3.942438588E-2,5.858591199E-2,-1.318713576E-1
9.279785000E-1,4.544680938E-2,4.836010933E-2,-1.170800477E-1
9.379175000E-1,5.085249245E-2,5.647396296E-2,-1.006933451E-1
9.478575000E-1,5.222842842E-2,8.708718419E-2,-8.842568845E-2
9.577975000E-1,2.543915808E-2,1.242707670E-1,-8.854739368E-2
9.677365000E-1,4.451966844E-3,1.437915117E-1,-9.796832502E-2
