"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.641333333E-3,3.572196886E-2,6.809445024E-1,2.885727771E-2
1.363633333E-2,5.374384671E-2,4.199017286E-1,-1.831849106E-2
2.363033333E-2,7.163332403E-2,1.460607499E-1,-5.793151259E-2
3.362533333E-2,8.281221241E-2,-7.658246160E-2,-7.631531358E-2
4.361933333E-2,8.632306755E-2,-2.213810831E-1,-8.533423394E-2
5.361433333E-2,8.362475783E-2,-2.793511748E-1,-8.018128574E-2
6.360833333E-2,7.864677906E-2,-2.453236133E-1,-6.565222889E-2
7.360333333E-2,6.448089331E-2,-1.488018781E-1,-3.982649744E-2
8.359733333E-2,4.458149895E-2,-3.520412743E-2,-1.380350813E-2
9.359233333E-2,2.614976093E-2,7.013747841E-2,6.964886095E-3
1.035863333E-1,9.701021016E-3,1.449444294E-1,2.077594586E-2
1.135813333E-1,-4.078707192E-3,1.788723022E-1,1.829281449E-2
1.235753333E-1,-1.550078392E-2,1.701582670E-1,9.443363175E-3
1.335703333E-1,-1.962894946E-2,1.251937151E-1,1.761741005E-3
1.435643333E-1,-2.044092678E-2,6.898149848E-2,-4.887592513E-3
1.535593333E-1,-2.060844004E-2,1.290438883E-2,-5.755516235E-3
1.635533333E-1,-2.123772539E-2,-2.600580640E-2,-3.034782596E-3
1.735483333E-1,-1.808480918E-2,-5.113140121E-2,-1.844009385E-4
1.835433333E-1,-1.556362212E-2,-5.222036690E-2,3.515041433E-3
1.935373333E-1,-1.191109791E-2,-2.860159054E-2,-1.016327180E-3
2.035323333E-1,-1.271056477E-2,3.228643909E-3,-2.014102880E-3
2.135263333E-1,-1.158804167E-2,4.383466020E-2,-4.480989184E-3
2.235213333E-1,-1.419422030E-2,8.913601935E-2,-7.376817521E-3
2.335153333E-1,-1.775539853E-2,1.212468147E-1,-1.317691430E-2
2.435103333E-1,-2.476429194E-2,1.478119791E-1,-2.059663832E-2
2.535043333E-1,-3.810646012E-2,1.595157683E-1,-3.134781867E-2
2.634993333E-1,-5.318133533E-2,1.556851715E-1,-4.037300497E-2
2.734933333E-1,-5.912843719E-2,1.500805467E-1,-4.868925735E-2
2.834883333E-1,-6.243497506E-2,1.353128850E-1,-5.979800969E-2
2.934823333E-1,-6.339771301E-2,1.108000875E-1,-7.010950148E-2
3.034773333E-1,-5.509798601E-2,9.388514608E-2,-8.880420774E-2
