"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536861465256E9,"2026-06-04 3:34:21.465 UTC+02:00"
"PAUSE",3.652473858333360E1,1.780536897989748E9,"2026-06-04 3:34:57.990 UTC+02:00"
