"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.139750001E-3,1.934650121E-3,2.415387519E-2,1.330367289E-2
1.413475000E-2,-6.522322656E-5,1.986818574E-2,9.754839353E-3
2.412975000E-2,2.327094320E-3,2.829735912E-2,6.695399992E-3
3.412475000E-2,2.096149983E-4,4.167761281E-2,7.181160618E-3
4.411975000E-2,1.560370321E-3,4.894271865E-2,8.161736652E-3
5.411375000E-2,3.598309122E-3,4.204092920E-2,5.196227226E-3
6.410875000E-2,1.148945303E-4,3.232625127E-2,3.417235566E-3
7.410375000E-2,2.808336169E-3,2.428587154E-2,5.348631646E-3
8.409875000E-2,4.159624223E-3,1.720426045E-2,6.118817721E-3
9.409375000E-2,5.771155935E-3,1.677009836E-2,7.645559963E-3
1.040887500E-1,2.664578380E-3,1.551388297E-2,6.476432551E-3
1.140837500E-1,5.058742594E-3,2.099167369E-2,5.710523110E-3
1.240787500E-1,4.568987060E-3,2.153788880E-2,3.798373509E-3
1.340737500E-1,8.508371189E-3,2.046529949E-2,8.672666736E-4
1.440687500E-1,6.625781767E-3,1.313148625E-2,2.017752267E-3
1.540637500E-1,6.139204837E-3,6.100142375E-3,-4.642978311E-4
1.640587500E-1,6.047592033E-3,-3.080839291E-3,-9.420691058E-4
1.740537500E-1,5.090150516E-3,-8.526602760E-3,-2.799325623E-3
1.840477500E-1,3.780940315E-3,-1.641914621E-2,-8.890405297E-4
1.940427500E-1,3.452110570E-3,-1.836884953E-2,-2.758909017E-3
2.040377500E-1,2.579392632E-3,-2.246798575E-2,-3.261447884E-3
2.140327500E-1,4.452136345E-3,-2.168871276E-2,-3.041478340E-3
2.240277500E-1,3.222022206E-3,-2.328607813E-2,-1.155428123E-3
2.340227500E-1,5.008862820E-3,-1.962742209E-2,-1.983809751E-3
2.440177500E-1,3.255703487E-3,-1.911396533E-2,-2.092732582E-3
2.540127500E-1,2.581941430E-3,-1.653010026E-2,-2.939900849E-3
2.640077500E-1,1.265008235E-3,-1.782146655E-2,1.807716675E-3
2.740027500E-1,2.543002483E-5,-1.653895900E-2,-1.799119636E-4
2.839977500E-1,2.231326420E-3,-1.545904670E-2,-4.366408102E-4
2.939927500E-1,2.746586222E-3,-1.546700113E-2,-8.102268912E-4
3.039877500E-1,-7.056694594E-4,-1.588804647E-2,3.193036886E-3
3.139817500E-1,3.032823326E-3,-1.654524729E-2,-2.940581180E-4
3.239767500E-1,2.404583618E-3,-1.581793837E-2,-1.469044946E-3
3.339717500E-1,-2.649427624E-4,-1.654754579E-2,-2.375874668E-3
3.439667500E-1,2.979852725E-3,-1.803518645E-2,-2.440056764E-3
3.539617500E-1,3.935971763E-3,-2.044251934E-2,-5.087013356E-3
3.639567500E-1,-1.575972768E-3,-1.928564161E-2,-2.855816856E-3
3.739517500E-1,1.348701771E-3,-1.443339512E-2,-2.861135174E-3
3.839467500E-1,2.946065739E-3,-8.905472234E-3,-7.377965376E-4
3.939417500E-1,2.059241990E-3,-4.277983680E-4,7.554297335E-4
4.039367500E-1,8.158120327E-4,7.503894158E-3,-2.700021490E-3
4.139317500E-1,7.135554915E-4,7.550265640E-3,-1.653406769E-3
4.239267500E-1,-2.205535537E-3,9.550033137E-3,-2.001482062E-3
4.339207500E-1,-1.411354286E-3,1.111766975E-2,-3.412981518E-3
4.439157500E-1,-1.434232399E-4,1.088890433E-2,-2.732277848E-3
4.539107500E-1,2.464370336E-4,9.825937450E-3,-4.313105717E-3
4.639057500E-1,2.617182909E-3,1.059985161E-2,-2.233975567E-3
4.739007500E-1,-7.673220243E-4,1.273397263E-2,-5.614420865E-3
4.838957500E-1,2.512094565E-3,1.429245342E-2,-5.596577656E-3
4.938907500E-1,5.525743472E-5,9.459085763E-3,-5.927812774E-3
5.038857500E-1,3.702190239E-3,6.133596413E-3,-4.255613778E-3
5.138807500E-1,3.806559602E-3,5.127621815E-3,-2.995648421E-3
5.238757500E-1,2.157530282E-3,1.794686541E-4,-1.128240023E-3
5.338707500E-1,5.101344083E-3,-3.231140785E-3,-2.116499003E-3
5.438657500E-1,-6.721225218E-4,-2.491847146E-3,-4.404954147E-3
5.538607500E-1,1.529299305E-3,-4.981171805E-3,-2.743188757E-3
5.638547500E-1,1.596356451E-4,-6.334323902E-3,-3.778625745E-3
5.738497500E-1,-6.967374939E-4,-1.012037043E-2,-4.727624357E-3
5.838447500E-1,1.663089497E-3,-1.016218215E-2,-2.107073553E-3
5.938397500E-1,2.501051407E-3,-1.290101185E-2,-2.845422830E-3
6.038347500E-1,2.941272222E-3,-1.203548536E-2,-4.869425204E-3
6.138297500E-1,2.685989952E-3,-1.438449696E-2,-3.949670587E-3
6.238247500E-1,4.789354280E-3,-1.192906313E-2,-3.389341291E-3
6.338197500E-1,5.049003754E-3,-1.089898497E-2,-3.095320892E-3
6.438147500E-1,2.366401721E-3,-9.840911254E-3,-2.206624020E-3
6.538097500E-1,1.143425005E-3,-1.393092517E-2,-4.029777367E-3
6.638047500E-1,1.836217998E-4,-1.880344376E-2,-8.074853569E-3
6.737997500E-1,1.912715263E-3,-2.416421846E-2,-6.805236917E-3
6.837947500E-1,3.124453593E-3,-2.624840848E-2,-8.332293481E-3
6.937897500E-1,2.300764201E-3,-2.943851054E-2,-1.140906662E-2
7.037837500E-1,1.878386829E-3,-3.108487651E-2,-1.237872429E-2
7.137787500E-1,5.967972334E-3,-1.829997450E-2,-4.408713430E-3
7.237737500E-1,5.045186728E-3,-1.149293408E-2,-3.489123657E-3
7.337687500E-1,5.888920743E-3,-1.475034654E-2,-5.896661431E-3
7.437637500E-1,3.009244567E-3,-2.103993483E-2,-3.777584061E-3
7.537587500E-1,1.402772730E-3,-2.418692410E-2,-3.672075458E-3
7.637537500E-1,7.012961432E-4,-2.740082517E-2,-1.793747768E-3
7.737487500E-1,1.743417466E-3,-2.597620152E-2,-1.028379425E-3
7.837437500E-1,3.071747487E-4,-2.413196303E-2,-4.081959371E-3
7.937387500E-1,-1.519273967E-3,-1.781008393E-2,-5.910705309E-3
8.037337500E-1,-8.644026821E-4,-1.189147495E-2,-3.666192759E-3
8.137287500E-1,-1.451958320E-3,-6.897555664E-3,-4.595282022E-3
8.237227500E-1,-9.552788688E-4,-1.502258005E-3,-4.466118757E-3
8.337177500E-1,1.596615650E-3,1.901536249E-3,-2.424352802E-3
8.437127500E-1,1.834169612E-3,-3.111598082E-3,-7.327129133E-4
8.537077500E-1,-5.187595962E-4,-7.308838889E-3,1.940325834E-3
8.637027500E-1,4.010962730E-4,-6.649440154E-3,8.508269675E-4
8.736977500E-1,-6.782565033E-4,-8.830203675E-3,-5.058115348E-4
8.836927500E-1,1.281031058E-3,-4.857033491E-3,4.945741966E-5
8.936877500E-1,-1.096010965E-4,-1.091059530E-3,-1.375596039E-4
9.036827500E-1,1.039020251E-3,4.410571419E-4,-1.604631543E-4
9.136777500E-1,-1.126972726E-3,2.501911949E-3,-2.345547546E-3
9.236727500E-1,5.699934554E-4,-1.029971987E-3,-3.590951674E-4
9.336677500E-1,5.704222713E-5,-8.375246543E-4,2.335850149E-5
9.436627500E-1,-1.859152690E-5,-1.786142588E-3,-2.006236464E-3
9.536570000E-1,2.273866208E-3,-2.806632780E-3,9.445380419E-4
9.636520000E-1,-3.842347651E-4,-3.970168065E-3,-2.227257937E-4
9.736470000E-1,7.861281047E-4,-1.209367299E-3,-2.990700305E-4
9.836420000E-1,2.552869264E-3,-2.312448574E-3,3.744438291E-4
9.936370000E-1,1.088999561E-3,5.632317625E-4,-7.902211510E-4
1.003632000E0,-5.549697671E-4,3.547063097E-4,3.413845086E-3
1.013627000E0,-1.310367254E-3,-1.007238636E-3,1.984666567E-3
1.023622000E0,6.835414097E-4,-3.810215741E-3,1.160684507E-3
1.033617000E0,1.609760802E-4,-2.719582524E-3,4.027956165E-4
1.043612000E0,8.328916156E-4,3.531389404E-3,1.820396166E-3
1.053607000E0,-9.126061923E-5,2.760538366E-3,2.287546173E-3
1.063602000E0,-8.507941384E-4,3.699835390E-3,6.984379143E-4
1.073597000E0,-1.109243720E-3,3.945181146E-3,3.861915320E-5
1.083592000E0,-1.770772855E-3,6.042793393E-5,1.795506570E-3
1.093586000E0,-8.819267387E-4,1.488178968E-3,2.486063167E-4
1.103581000E0,-1.246779691E-3,2.276208252E-3,1.832921058E-3
1.113576000E0,-2.529409248E-4,7.269969676E-3,1.482525840E-4
1.123571000E0,-4.441544297E-5,6.010827143E-3,1.744018868E-3
1.133566000E0,-1.310162945E-3,6.595589686E-3,-2.303579822E-5
1.143561000E0,-1.765030902E-3,9.058481082E-3,4.247762263E-5
1.153556000E0,-1.210613642E-3,4.391625058E-3,2.435908187E-3
1.163551000E0,5.643831682E-4,1.690380741E-3,5.431994796E-4
1.173546000E0,-8.912565536E-4,1.943823881E-4,-1.543160528E-3
1.183541000E0,-1.078476664E-3,-1.769432798E-3,-1.290217042E-4
1.193536000E0,1.454642857E-3,-2.140176017E-3,2.055428922E-4
1.203531000E0,-1.472485892E-4,-5.068592727E-4,-1.425110735E-3
1.213525000E0,-8.034167695E-5,1.155717298E-3,1.920562703E-3
1.223520000E0,-5.850373418E-5,-4.520330112E-4,-1.441678032E-3
1.233515000E0,-3.493561235E-4,2.396351658E-3,-2.799059264E-3
1.243510000E0,9.167106473E-4,8.948617615E-4,1.079568174E-3
1.253505000E0,-5.075655063E-4,1.615713350E-3,3.072675318E-4
1.263500000E0,1.278084004E-3,7.241126150E-5,8.691945113E-4
1.273495000E0,-1.919280912E-4,-3.639037954E-3,9.722108953E-4
1.283490000E0,-2.942707157E-3,-3.456611419E-3,3.011926077E-3
1.293485000E0,-2.490590326E-3,1.352726482E-3,8.878684603E-4
1.303480000E0,-1.654091291E-3,5.556792486E-3,1.365373377E-3
1.313475000E0,-2.106234664E-3,6.681144703E-3,5.234922282E-4
1.323470000E0,-1.802366460E-4,4.987108056E-3,1.254796050E-3
1.333465000E0,-2.917415928E-3,7.590946276E-3,1.453452278E-3
1.343459000E0,-2.300894354E-3,7.485751528E-3,2.382096369E-3
1.353454000E0,-1.033557346E-3,8.174479939E-3,2.834357088E-3
1.363449000E0,-2.748899395E-3,8.857847191E-3,4.532921128E-3
1.373444000E0,-4.708138877E-4,1.045101602E-2,2.591194585E-3
1.383439000E0,-2.743289340E-3,1.358662173E-2,4.962739535E-3
1.393434000E0,-3.686261829E-3,1.374953892E-2,2.945879707E-3
1.403429000E0,-4.249254242E-3,1.863031462E-2,7.700953633E-3
1.413424000E0,-4.085806198E-3,1.668833941E-2,5.841598380E-3
1.423419000E0,-4.473562352E-3,1.431492995E-2,5.767828785E-3
1.433414000E0,-3.531982424E-3,1.084599830E-2,2.197967377E-3
1.443409000E0,-9.694886394E-4,1.156372018E-2,4.462186713E-3
1.453404000E0,-1.288067549E-3,8.559104986E-3,4.691565875E-3
1.463399000E0,-1.065959921E-3,8.021945134E-3,4.693962634E-3
1.473393000E0,-1.777085708E-3,7.356456015E-3,2.980274614E-3
1.483388000E0,-1.385068288E-3,1.151018962E-2,4.932371434E-3
1.493383000E0,-1.050282503E-3,1.302482747E-2,4.007698037E-3
1.503378000E0,-2.521331771E-4,1.337503269E-2,2.826585900E-3
1.513373000E0,-2.805127064E-3,1.031393185E-2,2.635983750E-3
1.523368000E0,-1.953181811E-3,1.029102691E-2,6.711035967E-4
1.533363000E0,-3.881044220E-3,5.456591491E-3,1.751281787E-3
1.543358000E0,-4.184644669E-3,3.944448661E-3,1.996292267E-3
1.553353000E0,-2.785248798E-4,5.679197144E-3,3.598926822E-3
1.563348000E0,-3.070050385E-3,7.867516950E-3,2.627671929E-3
1.573343000E0,-1.593496883E-3,3.118931316E-3,-1.480383798E-5
1.583338000E0,-1.137829968E-3,8.557769470E-4,2.364996821E-3
1.593332000E0,-1.585577847E-3,2.104952000E-4,9.128386155E-4
1.603327000E0,-2.324257512E-4,-7.381227333E-4,-3.317326307E-3
1.613322000E0,7.601431571E-4,9.068613872E-5,-4.062753636E-3
1.623317000E0,1.305026002E-3,-2.757298294E-3,-5.982471630E-4
1.633312000E0,6.939011510E-4,-4.802341573E-3,-1.099517103E-3
1.643307000E0,1.342380885E-3,-5.026047118E-3,-9.594345465E-4
1.653302000E0,5.854485789E-4,-1.740470296E-3,-1.689884812E-3
1.663297000E0,3.922389355E-3,-4.398571327E-3,-3.974526189E-4
1.673292000E0,-1.453040168E-3,-2.596173435E-4,-1.536124386E-3
1.683287000E0,-2.217633650E-3,-1.201044768E-3,-9.731319733E-4
1.693282000E0,2.450106200E-3,1.107182819E-3,1.358715352E-3
1.703277000E0,1.093758154E-3,-1.919069327E-4,9.999875911E-4
1.713272000E0,-8.977745892E-6,-2.347437665E-3,-1.954595093E-3
1.723266000E0,-1.003241632E-4,-2.481128555E-3,-2.387891058E-3
1.733261000E0,8.208280196E-4,-5.273851566E-3,-2.339123748E-3
1.743256000E0,5.606372142E-4,-8.662191220E-3,-1.020059921E-3
1.753251000E0,2.672123723E-3,-6.987899542E-3,9.111464024E-4
1.763246000E0,1.205254695E-3,-6.039015017E-3,1.907168888E-3
1.773241000E0,1.053090906E-3,-3.063561860E-3,-1.644070726E-3
1.783236000E0,2.934081480E-3,-2.953573130E-3,-6.965179928E-4
1.793231000E0,1.515611657E-3,-1.170318807E-3,3.661476076E-4
1.803226000E0,2.431533067E-4,-4.753004760E-5,-2.554338425E-4
1.813221000E0,3.094342304E-3,2.451879438E-3,1.728612464E-3
1.823216000E0,7.949690334E-4,4.149910994E-3,2.488146070E-3
1.833211000E0,-1.355482091E-4,4.793297965E-3,5.959784612E-4
1.843206000E0,5.590041983E-4,4.578913096E-3,-1.190203708E-3
1.853200000E0,-4.689233028E-4,3.483487293E-3,-6.408416666E-4
1.863195000E0,-7.418973255E-4,1.689315774E-3,9.940727614E-4
1.873190000E0,1.360615715E-3,-1.009730157E-3,1.905721147E-3
1.883185000E0,-6.423477316E-4,-7.708447520E-4,3.724731505E-5
1.893180000E0,-9.962379700E-4,1.142269466E-3,7.900823839E-4
1.903175000E0,-1.042044372E-3,4.301310517E-3,1.544556115E-3
1.913170000E0,-4.213491629E-4,3.776337020E-3,2.205633093E-3
1.923165000E0,1.432477264E-3,9.147133678E-3,2.314822748E-3
1.933160000E0,1.135775005E-3,1.083228178E-2,1.632279251E-3
1.943155000E0,-1.672794693E-3,8.070318028E-3,2.397405449E-3
1.953150875E0,4.506047699E-4,2.305339091E-3,9.877369739E-4
1.963145875E0,2.004825510E-3,2.051007468E-3,-1.379813068E-3
1.973140875E0,-1.261656289E-4,6.539118476E-4,-5.252687261E-4
1.983134875E0,2.436061623E-3,-3.329911036E-3,1.039871015E-3
1.993129875E0,-5.890582688E-4,-1.251712441E-3,-1.315129921E-3
2.003124875E0,1.132941688E-3,-4.632861819E-3,2.076653764E-4
2.013119875E0,3.853530856E-3,-2.530394588E-3,6.077610888E-4
2.023114875E0,-6.349607138E-4,3.118969034E-3,-6.223530509E-4
2.033109875E0,1.379234309E-4,1.345702913E-3,2.403498162E-3
2.043104875E0,-1.350505627E-4,5.678133108E-3,1.601620112E-3
2.053099875E0,1.120220171E-3,5.907362327E-3,8.259960450E-4
2.063094875E0,8.132104995E-5,6.501513533E-3,-2.247824334E-3
2.073089875E0,-2.155263443E-3,4.363562912E-3,5.434900522E-4
2.083084875E0,8.426571731E-4,1.438346691E-3,-1.394492108E-3
2.093079875E0,1.161197666E-3,-1.594628207E-3,-3.044540063E-5
2.103073875E0,-4.731843947E-4,5.095354281E-4,-4.913883749E-3
2.113068875E0,-1.543421822E-4,-3.822663799E-3,1.456874888E-3
2.123063875E0,1.661401009E-3,-3.874861635E-3,-2.391926013E-3
2.133058875E0,6.125776563E-4,-6.686625071E-3,-4.716269672E-3
2.143053875E0,4.042729270E-3,-9.241661988E-3,-3.362318501E-3
2.153048875E0,1.655427623E-3,-9.943837300E-3,-1.273560338E-3
2.163043875E0,1.781927771E-3,-8.691618219E-3,-2.720456105E-3
2.173038875E0,2.106584609E-3,-9.025245905E-3,-4.286943935E-3
2.183033875E0,3.334519861E-4,-8.974379860E-3,-4.429155961E-3
2.193028875E0,-7.087073755E-6,-8.554368280E-3,-1.593493856E-3
2.203023875E0,1.581222285E-3,-5.142060108E-3,-1.270186622E-3
2.213018875E0,1.838609343E-3,-6.223833188E-3,-3.689273726E-3
2.223012875E0,2.673776820E-3,-7.613470778E-3,-2.841056790E-3
2.233007875E0,1.044284785E-3,-4.981370177E-3,-2.066432033E-3
2.243002875E0,2.596375067E-3,-7.536672987E-3,-2.239005174E-3
2.252997875E0,6.321886904E-4,-3.565232502E-3,-5.169082433E-4
2.262992875E0,2.818643814E-3,-3.649921156E-3,-2.607489470E-3
2.272987875E0,3.499899758E-4,-3.423986724E-3,-2.950860187E-3
2.282982875E0,3.593986388E-3,-1.545392908E-3,-3.094404005E-3
2.292977875E0,2.772375010E-3,-3.729816759E-3,-7.444065996E-4
2.302972875E0,8.458441589E-4,-4.564185161E-3,-4.264251329E-4
2.312967875E0,-1.124016708E-3,-3.789963666E-4,-2.362082712E-3
2.322962875E0,1.499729464E-3,1.578968950E-4,-8.022692055E-4
2.332957875E0,1.696244231E-3,2.647054382E-3,-1.402521972E-3
2.342952875E0,1.372403931E-3,1.387112774E-3,-1.212904695E-3
