"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.670541666E-3,-6.856342163E0,3.281176758E-1,7.015910339E0
1.266554167E-2,-6.959178314E0,2.451901245E-1,7.094646606E0
2.265954167E-2,-6.931635590E0,2.356100464E-1,7.129973145E0
3.265454167E-2,-6.831942902E0,2.671943665E-1,7.146289215E0
4.264954167E-2,-6.768624573E0,2.707868958E-1,7.159162445E0
5.264454167E-2,-6.732549591E0,2.927911377E-1,7.137158203E0
6.263954167E-2,-6.679859161E0,3.290158081E-1,7.122039642E0
7.263454167E-2,-6.672973480E0,3.170407104E-1,7.093299408E0
8.262954167E-2,-6.737339630E0,2.851570129E-1,7.037166138E0
9.262454166E-2,-6.815327454E0,2.502795410E-1,6.992259521E0
1.026195417E-1,-6.904242554E0,1.987866211E-1,6.961273956E0
1.126145417E-1,-6.935976563E0,1.778302002E-1,6.927294617E0
1.226085417E-1,-6.992708588E0,1.279838562E-1,6.948400726E0
1.326035417E-1,-6.966812439E0,1.160087585E-1,6.973698120E0
1.425985417E-1,-6.872059479E0,1.393601990E-1,6.940766602E0
1.525935417E-1,-6.883735199E0,1.651066589E-1,6.936275940E0
1.625885417E-1,-6.887327728E0,1.845661926E-1,6.911577301E0
1.725835417E-1,-6.843618622E0,2.206411743E-1,6.874005432E0
1.825785417E-1,-6.868616638E0,2.197430420E-1,6.869215393E0
1.925735417E-1,-6.893015900E0,2.486329651E-1,6.855593719E0
2.025685417E-1,-6.926097107E0,2.815644836E-1,6.858587494E0
2.125635417E-1,-6.936725006E0,3.182382202E-1,6.821614380E0
2.225575417E-1,-6.935377808E0,3.083587646E-1,6.828350372E0
2.325525417E-1,-6.904092865E0,2.980302429E-1,6.827302551E0
2.425475417E-1,-6.779252472E0,2.844085693E-1,6.804250488E0
2.525425417E-1,-6.683302002E0,2.460882568E-1,6.757397919E0
2.625375417E-1,-6.690037994E0,1.435514832E-1,6.736291809E0
2.725325417E-1,-6.659052429E0,1.082249451E-1,6.617738342E0
2.825275417E-1,-6.549031219E0,9.160949707E-2,6.508764954E0
2.925225417E-1,-6.403533783E0,1.070274353E-1,6.431525574E0
3.025175417E-1,-6.383026428E0,2.034269714E-1,6.396648102E0
3.125115417E-1,-6.521937561E0,3.893403625E-1,6.348598022E0
3.225061250E-1,-6.675667877E0,5.010081482E-1,6.356531525E0
3.325011250E-1,-6.773863678E0,4.956193542E-1,6.382577362E0
3.424961250E-1,-6.901398468E0,4.034111023E-1,6.356980591E0
3.524911250E-1,-7.031178589E0,3.385958862E-1,6.264922028E0
3.624861250E-1,-7.090754700E0,3.261717224E-1,6.255641327E0
3.724811250E-1,-7.100933533E0,3.035687256E-1,6.255341949E0
3.824761250E-1,-7.054530029E0,2.823129272E-1,6.252048798E0
3.924711250E-1,-7.053332520E0,2.820135498E-1,6.225553894E0
4.024661250E-1,-7.097341003E0,3.109034729E-1,6.248306580E0
4.124601250E-1,-7.143445129E0,3.794609070E-1,6.190826111E0
4.224551250E-1,-7.083120575E0,4.095483398E-1,6.190227356E0
4.324501250E-1,-7.011269989E0,4.252656555E-1,6.189179535E0
4.424451250E-1,-6.922354889E0,4.421804810E-1,6.130202179E0
4.524401250E-1,-6.751260681E0,4.438270569E-1,6.030659180E0
4.624351250E-1,-6.653364258E0,3.885919189E-1,5.904920654E0
4.724301250E-1,-6.566694489E0,2.496807861E-1,5.769302673E0
4.824251250E-1,-6.571334839E0,1.893562317E-1,5.700894928E0
4.924201250E-1,-6.683152313E0,8.187973022E-2,5.595065002E0
5.024151250E-1,-6.789431305E0,3.248245239E-2,5.423671417E0
5.124091250E-1,-6.902595978E0,1.077758789E-2,5.251529388E0
5.224041250E-1,-7.070995789E0,-4.191284180E-2,5.074747009E0
5.323991250E-1,-7.345075836E0,-1.648072815E-1,4.954097900E0
5.423941250E-1,-7.496261444E0,-2.748284912E-1,4.904251556E0
5.523891250E-1,-7.438182220E0,-4.364923096E-1,4.849166107E0
5.623841250E-1,-7.222929840E0,-5.071453857E-1,4.824018402E0
5.723791250E-1,-7.100634155E0,-5.016069031E-1,4.861590271E0
5.823741250E-1,-7.000193024E0,-5.186714172E-1,4.876110077E0
5.923691250E-1,-6.938521271E0,-5.340893555E-1,4.818330231E0
6.023631250E-1,-7.127278748E0,-5.971083069E-1,4.755011902E0
6.123581250E-1,-7.265142059E0,-6.649172974E-1,4.879552917E0
6.223531250E-1,-7.269782410E0,-7.101232910E-1,4.953199768E0
6.323481250E-1,-7.429200897E0,-7.873626709E-1,4.884941711E0
6.423431250E-1,-7.759264526E0,-9.590556335E-1,4.749473419E0
6.523381250E-1,-8.044571228E0,-1.108744354E0,4.606670380E0
6.623331250E-1,-8.271649017E0,-1.234782257E0,4.503235474E0
6.723281250E-1,-8.336613922E0,-1.244811401E0,4.380191345E0
6.823231250E-1,-8.282127228E0,-1.186732178E0,4.314627686E0
6.923181250E-1,-8.357420654E0,-1.200204163E0,4.287084961E0
7.023121250E-1,-8.456664276E0,-1.285377045E0,4.335584106E0
7.123071250E-1,-8.629704437E0,-1.443298645E0,4.281845856E0
7.223021250E-1,-8.951984253E0,-1.732048187E0,4.156406708E0
7.322971250E-1,-9.287736053E0,-1.968256989E0,4.082909546E0
7.422921250E-1,-9.577832794E0,-2.089355164E0,3.991000671E0
7.522871250E-1,-9.679920502E0,-2.167642365E0,3.886068878E0
7.622821250E-1,-9.542506256E0,-2.183359680E0,3.817960510E0
7.722771250E-1,-9.392518158E0,-2.217339020E0,3.777993622E0
7.822721250E-1,-9.252259827E0,-2.260599060E0,3.795207825E0
7.922661250E-1,-9.260343018E0,-2.395468597E0,3.778742065E0
8.022611250E-1,-9.522447968E0,-2.638114014E0,3.732637939E0
8.122561250E-1,-9.710307312E0,-2.820883942E0,3.734733582E0
8.222511250E-1,-9.692644043E0,-2.859653320E0,3.688030701E0
8.322461250E-1,-9.637558594E0,-2.895578613E0,3.648812256E0
8.422411250E-1,-9.532177734E0,-2.933599548E0,3.605402527E0
8.522361250E-1,-9.333690491E0,-2.942580872E0,3.595373383E0
8.622311250E-1,-9.076225891E0,-2.912643127E0,3.550466766E0
8.722261250E-1,-8.906478882E0,-2.885848846E0,3.479813690E0
8.822211250E-1,-8.843310242E0,-2.947670288E0,3.384761353E0
8.922151250E-1,-8.809779968E0,-3.042123871E0,3.241658936E0
9.022101250E-1,-8.895102539E0,-3.185974731E0,3.050656128E0
9.122051250E-1,-9.164841614E0,-3.356769562E0,2.803969116E0
9.222001250E-1,-9.398356018E0,-3.462749176E0,2.559527435E0
9.321951250E-1,-9.453142090E0,-3.481759644E0,2.344873810E0
9.421901250E-1,-9.355994110E0,-3.379971313E0,2.220482483E0
9.521851250E-1,-9.269324341E0,-3.263812866E0,2.118694153E0
9.621801250E-1,-9.147926788E0,-3.208877106E0,2.066602478E0
9.721751250E-1,-9.073082428E0,-3.190166016E0,1.989512787E0
9.821701250E-1,-9.081914063E0,-3.233426056E0,1.939217377E0
9.921641250E-1,-9.104666748E0,-3.372337189E0,1.902543640E0
1.002159125E0,-9.146729279E0,-3.542832642E0,1.869013367E0
1.012154125E0,-9.338630219E0,-3.792812805E0,1.779050446E0
1.022149125E0,-9.473649445E0,-4.021836548E0,1.665586395E0
1.032144125E0,-9.478140106E0,-4.154909821E0,1.628463593E0
1.042139125E0,-9.460925903E0,-4.267475739E0,1.590292969E0
1.052134125E0,-9.358389130E0,-4.333039398E0,1.518891449E0
1.062129125E0,-9.293873291E0,-4.430636444E0,1.454674988E0
1.072124125E0,-9.335486755E0,-4.590354309E0,1.343306580E0
1.082118125E0,-9.309889984E0,-4.779860229E0,1.296454010E0
1.092113125E0,-9.171278229E0,-4.899461517E0,1.206940155E0
1.102108125E0,-8.978030090E0,-4.950056305E0,1.033899994E0
1.112103125E0,-8.843310242E0,-4.984185333E0,8.192463684E-1
1.122098125E0,-8.981772308E0,-5.174589386E0,5.930667114E-1
1.132093125E0,-9.223669281E0,-5.423821106E0,4.429289246E-1
1.142088125E0,-9.350904694E0,-5.550607452E0,3.356021118E-1
1.152083125E0,-9.320218506E0,-5.572911072E0,1.984872437E-1
1.162078125E0,-9.191635895E0,-5.525609436E0,8.158035278E-2
1.172073125E0,-9.026978302E0,-5.475613403E0,-7.334747314E-3
1.182067125E0,-8.847950592E0,-5.370831299E0,-3.981719971E-2
1.192062125E0,-8.727900238E0,-5.417384491E0,1.095721436E-1
1.202057125E0,-8.870703278E0,-5.635630646E0,1.821711731E-1
1.212052125E0,-9.094787292E0,-5.937253418E0,1.998344421E-1
1.222047125E0,-9.138945465E0,-6.136938171E0,3.004252625E-1
1.232042125E0,-9.138795776E0,-6.234834595E0,3.538641357E-1
1.242037125E0,-9.136400757E0,-6.252048798E0,3.384461975E-1
1.252032125E0,-9.021589508E0,-6.131250000E0,2.327659607E-1
1.262027125E0,-8.878187714E0,-5.945785675E0,1.258882141E-1
1.272021125E0,-8.699609070E0,-5.728287964E0,3.233276367E-2
1.282016125E0,-8.671018524E0,-5.574557648E0,-5.089416504E-2
1.292011125E0,-8.647517395E0,-5.518274689E0,-8.502319336E-2
1.302006125E0,-8.582103424E0,-5.472919006E0,-1.040336609E-1
1.312001125E0,-8.477770386E0,-5.422623596E0,-1.919009399E-1
1.321996500E0,-8.414901123E0,-5.352269897E0,-3.701802063E-1
1.331991500E0,-8.363857269E0,-5.288951569E0,-4.773573303E-1
1.341986500E0,-8.409512329E0,-5.295388184E0,-4.242178345E-1
1.351981500E0,-8.565787354E0,-5.436095581E0,-2.844085693E-1
1.361975500E0,-8.750353546E0,-5.637726288E0,-2.650987244E-1
1.371970500E0,-8.900341644E0,-5.810467072E0,-4.369413757E-1
1.381965500E0,-8.964258728E0,-5.921835480E0,-6.144721985E-1
1.391960500E0,-8.917855225E0,-5.896538086E0,-7.580236816E-1
1.401955500E0,-8.729696503E0,-5.806275787E0,-1.054557037E0
1.411950500E0,-8.625962219E0,-5.720803528E0,-1.225202179E0
1.421945500E0,-8.573421478E0,-5.691165161E0,-1.287772064E0
1.431940500E0,-8.508456573E0,-5.663921814E0,-1.262175293E0
1.441935500E0,-8.403225403E0,-5.691614227E0,-1.160536652E0
1.451929500E0,-8.240364075E0,-5.728737030E0,-1.160985718E0
