"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.985916665E-3,-1.769526396E-3,-1.510083377E-1,-4.259172082E-2
1.797991667E-2,5.645778961E-3,-8.020553738E-2,-3.583820909E-2
2.797491667E-2,9.094831534E-3,-4.264706280E-3,-2.544505894E-2
3.796991667E-2,6.708905566E-3,5.041798204E-2,-1.609043963E-2
4.796391667E-2,-1.151143806E-3,7.707317919E-2,-1.050029136E-2
5.795891667E-2,-4.185283091E-3,7.696132362E-2,-7.877610624E-3
6.795391667E-2,-7.161904592E-3,5.066637695E-2,-9.379759431E-3
7.794791667E-2,-5.164001137E-3,1.639175788E-2,-1.065727789E-2
8.794291667E-2,-6.404228974E-3,-7.880859077E-3,-4.538806621E-3
9.793791667E-2,-5.924593657E-3,-2.841223404E-2,1.318283845E-3
1.079319167E-1,-7.657232694E-3,-3.321588412E-2,3.913546912E-3
1.179269167E-1,-9.953410365E-3,-3.534135595E-2,9.559182450E-3
1.279219167E-1,-1.073853858E-2,-2.948587388E-2,9.628282860E-3
1.379159167E-1,-1.364484616E-2,-1.535354555E-2,8.276462555E-3
1.479109167E-1,-1.943960413E-2,-5.057670642E-4,5.207564216E-3
1.579059167E-1,-1.978528313E-2,2.019524947E-2,2.289804863E-3
1.678999167E-1,-2.607165277E-2,3.715749830E-2,1.573069487E-3
1.778949167E-1,-2.978063747E-2,4.801041260E-2,2.623686567E-3
1.878889167E-1,-3.140439093E-2,5.602926016E-2,2.460075077E-3
1.978839167E-1,-3.522309661E-2,5.694751814E-2,4.280878231E-3
2.078789167E-1,-3.423427045E-2,5.166113749E-2,6.498658098E-3
2.178729167E-1,-2.869356610E-2,3.935253993E-2,7.002261933E-3
2.278679167E-1,-2.441571839E-2,3.160990402E-2,-5.377195776E-4
2.378629167E-1,-2.210196480E-2,2.752541378E-2,-6.743151229E-3
2.478569167E-1,-1.483712532E-2,3.279318288E-2,-9.091017768E-3
2.578519167E-1,-7.818098180E-3,3.979649767E-2,-1.217122935E-2
2.678469167E-1,-8.385360241E-3,4.838484526E-2,-1.344161201E-2
2.778409167E-1,-4.037484061E-3,5.816131085E-2,-1.975676790E-2
2.878359167E-1,5.728055257E-3,6.627169997E-2,-2.245677821E-2
2.978309167E-1,1.645127311E-2,7.393893600E-2,-2.578093670E-2
3.078249167E-1,2.852100134E-2,7.346951216E-2,-2.757015824E-2
3.178199167E-1,3.881997988E-2,7.719980180E-2,-2.922744676E-2
3.278149167E-1,5.524927378E-2,8.325045556E-2,-3.682312742E-2
3.378089167E-1,6.983594596E-2,1.006446257E-1,-4.165276885E-2
3.478039167E-1,8.973374963E-2,1.218258440E-1,-5.011951178E-2
3.577979167E-1,1.141749099E-1,1.520090550E-1,-5.537126586E-2
3.677929167E-1,1.367848665E-1,1.814347208E-1,-6.358431280E-2
3.777879167E-1,1.675486416E-1,2.090809941E-1,-7.439728081E-2
3.877819167E-1,1.889423579E-1,2.396453917E-1,-8.912377805E-2
3.977769167E-1,2.114905417E-1,2.571285069E-1,-1.036489233E-1
4.077719167E-1,2.324160635E-1,2.712339759E-1,-1.262206733E-1
4.177659167E-1,2.570178211E-1,2.863708436E-1,-1.549047828E-1
4.277609167E-1,2.869341671E-1,2.960438728E-1,-1.958310008E-1
4.377559167E-1,3.216122687E-1,3.218112886E-1,-2.551968694E-1
4.477499167E-1,3.498521447E-1,3.547373116E-1,-3.203600943E-1
4.577449167E-1,3.889960945E-1,4.040553272E-1,-3.737753928E-1
4.677399167E-1,4.191007316E-1,4.720698893E-1,-4.191970527E-1
4.777339167E-1,4.447120726E-1,5.445768237E-1,-4.688493013E-1
4.877289167E-1,4.479297101E-1,6.197210550E-1,-5.165873766E-1
4.977239167E-1,4.361574650E-1,6.868161559E-1,-5.599044561E-1
5.077179167E-1,4.218618870E-1,7.356222868E-1,-5.983926654E-1
5.177129167E-1,4.116862118E-1,7.713142037E-1,-6.439796090E-1
5.277069167E-1,4.096957743E-1,8.021173477E-1,-7.041310668E-1
5.377019167E-1,4.242403507E-1,8.255997896E-1,-7.746715546E-1
5.476969167E-1,4.429573417E-1,8.670701981E-1,-8.495187759E-1
5.576909167E-1,4.697540402E-1,9.262818694E-1,-9.315984249E-1
5.676859167E-1,5.023522377E-1,1.017970085E0,-1.020569801E0
5.776809167E-1,5.248188972E-1,1.137445450E0,-1.114599347E0
5.876749167E-1,5.470699072E-1,1.281087875E0,-1.219223738E0
5.976697917E-1,5.482025146E-1,1.431098938E0,-1.332931399E0
6.076647917E-1,5.437473059E-1,1.590388656E0,-1.456163406E0
6.176587917E-1,5.265808702E-1,1.737088919E0,-1.577351093E0
6.276537917E-1,5.033221245E-1,1.839989424E0,-1.696963549E0
6.376487917E-1,4.822634459E-1,1.894420981E0,-1.814515471E0
6.476427917E-1,4.672594666E-1,1.929195881E0,-1.922015071E0
6.576377917E-1,4.531247318E-1,1.957210422E0,-1.993082047E0
