"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.096504167E-2,-2.135667484E-3,-1.632608324E-1,3.921445459E-2
2.090504166E-2,8.121230640E-3,-8.115211129E-2,3.689111397E-2
3.084504168E-2,7.010782603E-3,1.035605744E-2,1.923424751E-2
4.078504167E-2,5.732198711E-3,9.431833029E-2,1.432897151E-2
5.072504168E-2,6.876149215E-3,1.438424736E-1,2.531846240E-2
6.066504167E-2,4.427106120E-3,1.462353319E-1,3.672424704E-2
7.060504166E-2,3.437364940E-3,1.107610390E-1,3.417637572E-2
8.054404167E-2,4.068001173E-3,5.382851511E-2,2.070317790E-2
9.048404166E-2,1.555293798E-3,-6.200459320E-3,4.632126540E-3
1.004240417E-1,-7.755048573E-4,-6.026742235E-2,-7.870882750E-3
1.103640417E-1,-8.392026648E-4,-8.614270389E-2,-1.346685924E-2
1.203040417E-1,7.552318275E-4,-9.040135890E-2,-9.380504489E-3
1.302440417E-1,-6.783469580E-4,-7.741115987E-2,-1.102267858E-2
1.401840417E-1,-1.267171465E-3,-4.845221713E-2,-1.286904793E-2
1.501240417E-1,3.148405813E-4,-1.227708440E-2,-1.329153404E-2
1.600640417E-1,5.360731855E-3,2.316825837E-2,-1.059268601E-2
1.700030417E-1,1.023715083E-2,3.866846859E-2,-8.989553899E-3
1.799430417E-1,8.899444714E-3,4.759272188E-2,-8.736286312E-3
1.898830417E-1,1.450004335E-2,4.743764177E-2,-1.499079634E-2
1.998230417E-1,1.557090040E-2,3.543930128E-2,-1.822707057E-2
2.097630417E-1,1.735800505E-2,2.417599782E-2,-2.492768504E-2
2.197030417E-1,1.934632286E-2,1.483149920E-2,-2.204827406E-2
2.296430417E-1,1.923660003E-2,1.089428086E-2,-2.608322911E-2
2.395830417E-1,1.659021713E-2,7.306736894E-3,-2.654608525E-2
2.495230417E-1,1.368141733E-2,3.557088785E-3,-2.797070146E-2
2.594630417E-1,1.099721715E-2,1.383889467E-4,-3.247144446E-2
2.694020417E-1,9.823569097E-3,-1.186528243E-3,-3.654187918E-2
2.793420417E-1,4.198173992E-3,3.266707063E-5,-3.951130435E-2
2.892820417E-1,3.205547109E-3,4.805588163E-3,-4.589924216E-2
2.992220417E-1,3.957889974E-3,1.130583044E-2,-4.869396240E-2
3.091620417E-1,2.527125180E-3,1.909486018E-2,-5.419282615E-2
3.191020417E-1,-1.237253193E-3,2.011618204E-2,-5.674733222E-2
3.290420417E-1,-5.383211188E-3,2.509922534E-2,-6.223542988E-2
3.389820417E-1,-7.827194408E-3,2.945615724E-2,-6.448100507E-2
3.489220417E-1,-5.351143889E-3,4.421637207E-2,-6.805413961E-2
3.588610417E-1,-2.736985683E-3,4.303606227E-2,-7.351735234E-2
3.688010417E-1,-5.473277066E-3,3.486183658E-2,-7.797911763E-2
3.787410417E-1,-2.037266735E-3,2.265390754E-2,-8.225135505E-2
3.886810417E-1,1.584758982E-3,9.820233099E-3,-8.731020242E-2
3.986210417E-1,7.156624459E-3,-1.008130237E-2,-9.081252664E-2
4.085610417E-1,1.440006495E-2,-3.008742258E-2,-8.967038989E-2
4.185010417E-1,1.711089537E-2,-4.675029218E-2,-9.084351361E-2
4.284410417E-1,2.686169557E-2,-4.983786866E-2,-8.927632868E-2
4.383810417E-1,3.418884799E-2,-4.640798271E-2,-8.894716203E-2
4.483210417E-1,3.951838613E-2,-4.003592208E-2,-8.127532899E-2
4.582600417E-1,4.958700389E-2,-2.217729390E-2,-7.025782764E-2
4.682000417E-1,5.427645147E-2,-6.599141750E-3,-6.316950917E-2
4.781400417E-1,6.270189583E-2,1.388642564E-2,-5.670868978E-2
4.880800417E-1,6.349337101E-2,1.979145408E-2,-5.314318463E-2
4.980200417E-1,7.087272406E-2,1.152233966E-2,-4.905842990E-2
5.079600417E-1,7.798903435E-2,-4.627338145E-3,-4.448176548E-2
5.179000417E-1,8.405251801E-2,-3.138384968E-2,-3.790242597E-2
5.278400417E-1,9.607016295E-2,-6.414978951E-2,-3.587746248E-2
5.377800417E-1,1.041235626E-1,-9.760069102E-2,-3.386917338E-2
5.477190417E-1,1.099868715E-1,-1.314658970E-1,-2.754720300E-2
5.576590417E-1,1.155012101E-1,-1.523914188E-1,-1.604767516E-2
5.675990417E-1,1.165334731E-1,-1.560030878E-1,-7.625292055E-3
5.775390417E-1,1.207830757E-1,-1.450178176E-1,1.731991768E-3
5.874790417E-1,1.232480258E-1,-1.273064762E-1,-3.192573786E-4
5.974190417E-1,1.180615202E-1,-1.034272388E-1,4.927170463E-3
6.073590417E-1,1.084456146E-1,-8.144346625E-2,2.314534970E-3
6.172990417E-1,1.023645550E-1,-6.811753660E-2,-9.164755233E-3
6.272390417E-1,9.550599009E-2,-6.103422493E-2,-2.347921021E-2
6.371790417E-1,8.900334686E-2,-6.951612979E-2,-4.194556922E-2
6.471180417E-1,8.699876815E-2,-9.451115131E-2,-6.356704235E-2
6.570580417E-1,8.791782707E-2,-1.200825572E-1,-7.433579862E-2
6.669980417E-1,8.458967507E-2,-1.428659111E-1,-8.222062886E-2
6.769380417E-1,9.228514880E-2,-1.471938044E-1,-9.193450212E-2
6.868780417E-1,9.900668263E-2,-1.317784488E-1,-1.013142914E-1
6.968180417E-1,1.041172892E-1,-1.104987338E-1,-1.034418941E-1
7.067580417E-1,1.120801568E-1,-7.231184095E-2,-1.058918685E-1
7.166980417E-1,1.216659397E-1,-3.127758950E-2,-1.060138345E-1
7.266380417E-1,1.261365563E-1,6.209957413E-3,-1.068420857E-1
7.365770417E-1,1.264031380E-1,3.387780488E-2,-1.053911969E-1
7.465170417E-1,1.221698821E-1,5.687437579E-2,-1.150411367E-1
7.564570417E-1,1.152041182E-1,7.150817662E-2,-1.252639443E-1
7.663970417E-1,1.100462228E-1,7.763318717E-2,-1.375976056E-1
7.763370417E-1,1.038237512E-1,7.612636685E-2,-1.501978338E-1
7.862770417E-1,8.751245588E-2,7.424733043E-2,-1.601463258E-1
7.962170417E-1,8.087825775E-2,7.652778924E-2,-1.711523682E-1
8.061570417E-1,7.217985392E-2,8.315622807E-2,-1.767852902E-1
8.160970417E-1,7.159209251E-2,8.167949319E-2,-1.823472977E-1
8.260360417E-1,7.126196474E-2,7.922424376E-2,-1.890536398E-1
8.359760417E-1,6.311722100E-2,7.429420203E-2,-1.891351342E-1
8.459160417E-1,6.510406733E-2,6.967061013E-2,-1.861652732E-1
8.558560417E-1,5.907334015E-2,7.134653628E-2,-1.889253706E-1
8.657960417E-1,5.001039803E-2,6.869535148E-2,-1.917204857E-1
8.757360417E-1,4.340815544E-2,7.233961672E-2,-1.936451495E-1
