"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536259392993E9,"2026-06-04 3:24:19.393 UTC+02:00"
"PAUSE",4.390408858333285E1,1.780536303296782E9,"2026-06-04 3:25:03.297 UTC+02:00"
