"event","experiment time","system time","system time text"
"START",0.000000000E0,1780939239.352,"2026-06-08 19:20:39.352 UTC+02:00"
"PAUSE",4.379625231E1,1780939283.149,"2026-06-08 19:21:23.149 UTC+02:00"
