"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.599166660E-4,-5.953270111E0,-7.839198303E-1,7.722740479E0
1.095491667E-2,-5.968837738E0,-8.322692871E-1,7.855813751E0
2.094991667E-2,-5.996081085E0,-8.433462524E-1,7.948920135E0
3.094391667E-2,-6.017187195E0,-7.846682739E-1,7.987988892E0
4.093891667E-2,-6.058201904E0,-7.598199463E-1,8.012088776E0
5.093291667E-2,-6.016738129E0,-7.204518127E-1,8.011040955E0
6.092791667E-2,-5.952970734E0,-6.786886597E-1,7.992180176E0
7.092291667E-2,-5.878874817E0,-6.610253906E-1,7.994874573E0
8.091791667E-2,-5.810317383E0,-6.483018494E-1,7.960446167E0
9.091191667E-2,-5.788462830E0,-6.825805664E-1,7.938591614E0
1.009069167E-1,-5.788612518E0,-6.975494385E-1,7.892637177E0
1.109009167E-1,-5.802084503E0,-7.207511902E-1,7.844287720E0
1.208959167E-1,-5.834117889E0,-7.191046143E-1,7.822433167E0
1.308909167E-1,-5.887107697E0,-7.137158203E-1,7.803273010E0
1.408849167E-1,-5.897885284E0,-6.843768311E-1,7.817044373E0
1.508799167E-1,-5.902525635E0,-6.526428223E-1,7.857160950E0
1.608749167E-1,-5.880820770E0,-6.394702148E-1,7.876171417E0
1.708689167E-1,-5.815556488E0,-6.361770630E-1,7.890391846E0
1.808639167E-1,-5.770051117E0,-6.620732117E-1,7.899223480E0
1.908589167E-1,-5.759872284E0,-7.132667542E-1,7.905809784E0
2.008529167E-1,-5.822741547E0,-7.532336426E-1,7.895930328E0
2.108479167E-1,-5.855822754E0,-7.707472229E-1,7.862100677E0
2.208429167E-1,-5.900729370E0,-7.746391296E-1,7.869734802E0
2.308369167E-1,-5.946833496E0,-7.783813477E-1,7.847131805E0
2.408319167E-1,-5.995332642E0,-7.765850830E-1,7.879165192E0
2.508269167E-1,-5.996081085E0,-7.646099854E-1,7.881111145E0
2.608209167E-1,-5.944438477E0,-7.881111145E-1,7.881260834E0
2.708159167E-1,-5.909411316E0,-7.923023987E-1,7.889793091E0
2.808109167E-1,-5.883964233E0,-7.873626709E-1,7.904462585E0
2.908049167E-1,-5.872288513E0,-7.866142273E-1,7.907606049E0
3.007999167E-1,-5.888604584E0,-7.861651611E-1,7.921826477E0
3.107949167E-1,-5.900879059E0,-7.659571838E-1,7.920479279E0
3.207889167E-1,-5.924978943E0,-7.152127075E-1,7.912695465E0
3.307839167E-1,-5.884712677E0,-6.701564026E-1,7.907456360E0
3.407789167E-1,-5.842650146E0,-7.056326294E-1,7.882907410E0
3.507729167E-1,-5.812712402E0,-7.343728638E-1,7.867190094E0
3.607679167E-1,-5.801336060E0,-7.291337585E-1,7.870333557E0
3.707629167E-1,-5.791306915E0,-7.295828247E-1,7.858358459E0
3.807569167E-1,-5.850433960E0,-7.363188171E-1,7.879015503E0
3.907519167E-1,-5.813161469E0,-7.279362488E-1,7.881560211E0
4.007469167E-1,-5.786367188E0,-7.107220459E-1,7.876770172E0
4.107409167E-1,-5.757626953E0,-7.385641479E-1,7.844437408E0
4.207359167E-1,-5.712121582E0,-7.698490906E-1,7.859855347E0
4.307309167E-1,-5.675747223E0,-7.728428650E-1,7.882608032E0
4.407249167E-1,-5.634732513E0,-7.685018921E-1,7.855364685E0
4.507199167E-1,-5.636678467E0,-7.520361328E-1,7.842042389E0
4.607149167E-1,-5.625002747E0,-7.494914246E-1,7.806566162E0
4.707089167E-1,-5.619763641E0,-7.674540710E-1,7.725434875E0
4.807039167E-1,-5.769152985E0,-8.173004150E-1,7.642806702E0
4.906989167E-1,-5.923332367E0,-8.229885864E-1,7.576793976E0
5.006929167E-1,-5.978567505E0,-7.881111145E-1,7.509883118E0
5.106879167E-1,-6.163433075E0,-7.752378845E-1,7.548652496E0
5.206829167E-1,-6.282884674E0,-7.271878052E-1,7.593110046E0
5.306769167E-1,-6.257886658E0,-6.550378418E-1,7.664062500E0
5.406719167E-1,-6.190377045E0,-6.051914978E-1,7.731721802E0
5.506669167E-1,-6.109245758E0,-6.014492798E-1,7.779622192E0
5.606609167E-1,-6.020630035E0,-6.161187744E-1,7.836054840E0
5.706559167E-1,-5.974376221E0,-6.502478027E-1,7.863597565E0
5.806509167E-1,-5.971981201E0,-6.996450806E-1,7.900420990E0
5.906449167E-1,-5.957162018E0,-7.247927856E-1,7.879464569E0
6.006399167E-1,-5.949976959E0,-7.441026306E-1,7.880662079E0
6.106349167E-1,-6.000272369E0,-7.686515808E-1,7.791597290E0
6.206289167E-1,-6.002517700E0,-7.526348877E-1,7.663014679E0
6.306239167E-1,-5.964347076E0,-7.533833313E-1,7.623047791E0
6.406189167E-1,-5.916596375E0,-7.734416199E-1,7.586074677E0
6.506129167E-1,-5.838309174E0,-7.837701416E-1,7.564669189E0
6.606079167E-1,-5.744903412E0,-8.014334106E-1,7.482789459E0
6.706029167E-1,-5.615722046E0,-8.153544617E-1,7.436535645E0
6.805969167E-1,-5.479056244E0,-8.449928284E-1,7.435338135E0
6.905919167E-1,-5.344336395E0,-8.517288208E-1,7.359595642E0
7.005869167E-1,-5.197791138E0,-8.786727905E-1,7.240892487E0
7.105809167E-1,-5.094954987E0,-8.827143860E-1,7.121740265E0
7.205759167E-1,-4.998405762E0,-8.033793640E-1,6.919510803E0
7.305699167E-1,-4.852758636E0,-7.192543030E-1,6.778054962E0
7.405649167E-1,-4.639302521E0,-6.694079590E-1,6.621480560E0
7.505599167E-1,-4.433779907E0,-7.015910339E-1,6.439459076E0
7.605539167E-1,-4.279151459E0,-7.984396362E-1,6.281238098E0
7.705489167E-1,-4.090393982E0,-8.370593262E-1,6.166875916E0
7.805439167E-1,-3.829636230E0,-8.328680420E-1,6.024671631E0
7.905379167E-1,-3.567231903E0,-8.753796387E-1,5.955365753E0
8.005329167E-1,-3.360062714E0,-9.321116638E-1,6.013594666E0
8.105279167E-1,-3.243904266E0,-9.825567627E-1,5.987848206E0
8.205219167E-1,-3.242706757E0,-1.016685791E0,6.040838013E0
8.305169167E-1,-3.236120453E0,-1.104104004E0,6.164031830E0
8.405119167E-1,-2.928510132E0,-8.731343079E-1,6.175707550E0
8.505059167E-1,-2.611170044E0,-3.908372498E-1,5.961203613E0
8.605009167E-1,-3.329675903E0,-8.508306885E-1,5.768853607E0
8.704955000E-1,-4.746180267E0,-2.066452789E0,5.513634338E0
8.804895000E-1,-5.557642822E0,-2.697540436E0,5.215903473E0
8.904845000E-1,-6.140231323E0,-2.892734528E0,4.952750702E0
9.004795000E-1,-6.699618073E0,-3.064876556E0,4.745132446E0
9.104735000E-1,-6.913373566E0,-3.187621307E0,4.567302246E0
9.204685000E-1,-6.947951660E0,-3.264860687E0,4.316423950E0
9.304635000E-1,-6.730154572E0,-3.249592438E0,4.117637329E0
9.404575000E-1,-6.468798065E0,-3.211272125E0,4.146227875E0
9.504525000E-1,-6.192622375E0,-3.271896057E0,4.180057526E0
9.604475000E-1,-6.297853546E0,-3.523223419E0,4.155807953E0
9.704415000E-1,-7.012467499E0,-4.142335968E0,4.076173553E0
9.804365000E-1,-7.827672272E0,-4.876259766E0,3.983815613E0
9.904315000E-1,-8.476872253E0,-5.495072937E0,3.979923706E0
1.000425500E0,-8.505313110E0,-5.718258820E0,3.966152344E0
1.010420500E0,-8.117020569E0,-5.614225159E0,3.907923431E0
1.020415500E0,-7.699838104E0,-5.466183014E0,3.908821564E0
1.030409500E0,-7.364235992E0,-5.425467682E0,3.951931915E0
1.040404500E0,-7.099286957E0,-5.540428619E0,4.004921722E0
1.050399500E0,-7.191944275E0,-5.891748047E0,4.012555847E0
1.060393500E0,-7.479346619E0,-6.431675262E0,3.925736389E0
1.070388500E0,-7.705376587E0,-6.925498352E0,3.841311951E0
1.080383500E0,-7.957452393E0,-7.343129883E0,3.707490234E0
1.090377500E0,-8.365653534E0,-7.796686707E0,3.542533264E0
1.100372500E0,-8.468040619E0,-8.021668854E0,3.370091858E0
1.110367500E0,-8.241112518E0,-8.031248932E0,3.303779755E0
1.120361500E0,-7.888894958E0,-7.913144531E0,3.284769287E0
1.130356500E0,-7.519612885E0,-7.798333282E0,3.262914734E0
1.140351500E0,-7.139104156E0,-7.737859039E0,3.323538666E0
1.150345500E0,-6.725364532E0,-7.729326782E0,3.376678162E0
1.160340500E0,-6.323749695E0,-7.747139740E0,3.443439331E0
1.170335500E0,-5.962401123E0,-7.803722076E0,3.467988281E0
1.180329500E0,-5.683531036E0,-7.895032196E0,3.501219177E0
1.190324500E0,-5.486540680E0,-8.022417297E0,3.472029877E0
1.200318500E0,-5.344336395E0,-8.213270416E0,3.374432831E0
1.210313500E0,-5.248984680E0,-8.435258789E0,3.192261658E0
1.220308500E0,-5.172493744E0,-8.656947784E0,2.952460327E0
1.230302500E0,-5.105732574E0,-8.892857208E0,2.707270203E0
1.240297500E0,-5.082680511E0,-9.149573364E0,2.467319183E0
1.250292500E0,-5.069507904E0,-9.419611816E0,2.228415985E0
1.260286500E0,-5.088069305E0,-9.714498596E0,1.978136444E0
1.270281500E0,-5.060825958E0,-9.980944519E0,1.762884064E0
1.280276500E0,-5.054838409E0,-1.022523651E1,1.600471802E0
1.290270500E0,-5.078788605E0,-1.045650558E1,1.470541992E0
1.300265500E0,-5.103487244E0,-1.069106781E1,1.325942688E0
1.310260500E0,-5.115612030E0,-1.091799591E1,1.273701324E0
1.320254500E0,-5.042264557E0,-1.107906097E1,1.196761322E0
1.330249500E0,-4.950655060E0,-1.112022537E1,1.136736145E0
1.340244500E0,-4.851261749E0,-1.104852448E1,1.063987427E0
1.350238500E0,-4.743934937E0,-1.090646988E1,9.794132996E-1
1.360233500E0,-4.680915985E0,-1.077998291E1,9.036708069E-1
1.370228500E0,-4.611310730E0,-1.065484314E1,8.488847351E-1
1.380222500E0,-4.556524658E0,-1.057056839E1,9.416917419E-1
1.390217500E0,-4.515809326E0,-1.052117111E1,1.035995636E0
1.400212500E0,-4.440066833E0,-1.043135788E1,1.112486572E0
1.410206500E0,-4.408332825E0,-1.040201889E1,1.278641052E0
1.420201500E0,-4.374353485E0,-1.040830582E1,1.493144989E0
1.430196500E0,-4.304748230E0,-1.047431854E1,1.728305969E0
1.440190500E0,-4.224964142E0,-1.049737061E1,1.880090332E0
1.450185500E0,-4.087400208E0,-1.041294617E1,1.798809357E0
1.460180500E0,-3.838617554E0,-1.021640488E1,1.620679779E0
