"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.706916667E-3,-1.613964513E-2,2.377096936E-2,-2.033777907E-2
1.470191667E-2,-9.055105038E-3,1.948594302E-2,-9.315487929E-3
2.469691667E-2,6.592575461E-3,-3.765354399E-3,-1.151299383E-2
3.469091667E-2,2.012223378E-2,-3.525856510E-2,-1.271168236E-2
4.468591667E-2,3.455257788E-2,-6.630341709E-2,-1.364893746E-2
5.467991667E-2,4.337749630E-2,-7.951029390E-2,-1.039774995E-2
6.467491667E-2,4.206959531E-2,-8.398327231E-2,-8.164959028E-3
7.466991667E-2,4.111059010E-2,-6.867621839E-2,-7.715682965E-3
8.466491667E-2,3.402392939E-2,-4.578585178E-2,-9.248730727E-3
9.465891667E-2,2.851597965E-2,-1.846022159E-2,-6.407137960E-3
1.046539167E-1,1.943726838E-2,-5.623707548E-4,-6.827428937E-3
1.146479167E-1,1.438658219E-2,7.456939667E-3,-3.995689563E-3
1.246429167E-1,1.069837064E-2,1.021251269E-2,-3.112585284E-3
1.346379167E-1,9.956946597E-3,4.150358960E-3,-7.104142569E-4
1.446319167E-1,6.184316240E-3,-1.732064411E-4,2.018216997E-3
1.546269167E-1,3.606909188E-3,-4.251038656E-3,2.490789630E-4
1.646219167E-1,-5.322160199E-3,-1.087699784E-3,8.317995816E-4
1.746159167E-1,-9.225289337E-3,8.145745844E-3,-2.661468927E-3
1.846109167E-1,-1.146874018E-2,2.387639135E-2,-5.310448352E-3
1.946059167E-1,-1.247088797E-2,3.224004805E-2,-9.503595531E-3
2.045999167E-1,-1.308552455E-2,4.636195302E-2,-1.009617187E-2
2.145949167E-1,-6.635081489E-3,4.795239866E-2,-6.292644423E-3
2.245899167E-1,-1.097050146E-3,4.231821373E-2,-3.839985002E-3
2.345839167E-1,1.701932168E-3,3.506695852E-2,-3.792047966E-3
2.445789167E-1,1.066373475E-2,2.580954134E-2,-3.914819565E-3
2.545739167E-1,1.946947724E-2,1.989918947E-2,-3.175791819E-3
2.645679167E-1,2.535877936E-2,1.623273827E-2,-5.117033608E-3
2.745629167E-1,3.299938515E-2,1.642102376E-2,-8.280603215E-3
2.845579167E-1,4.110099003E-2,1.878358983E-2,-7.876381278E-3
2.945519167E-1,4.757247493E-2,2.145953476E-2,-7.614857983E-3
3.045469167E-1,5.400108546E-2,1.749210991E-2,-6.039688829E-3
3.145419167E-1,5.684720725E-2,1.608383097E-2,-8.744394407E-3
3.245359167E-1,6.475919485E-2,1.266364660E-2,-8.745526895E-3
3.345309167E-1,6.632061303E-2,1.284660678E-2,-6.352677476E-3
3.445259167E-1,7.021202892E-2,1.802459173E-2,-8.486822248E-3
3.545199167E-1,7.289143652E-2,2.732674591E-2,-9.560609236E-3
3.645149167E-1,7.029194385E-2,3.772034496E-2,-1.235552691E-2
3.745099167E-1,7.235722989E-2,4.271936417E-2,-1.031234860E-2
3.845039167E-1,8.016104251E-2,4.338210821E-2,-1.006707456E-2
3.944989167E-1,8.801310509E-2,3.739558533E-2,-2.317595109E-2
4.044939167E-1,9.067682177E-2,3.760308772E-2,-3.200200200E-2
4.144879167E-1,9.846257418E-2,4.541653395E-2,-4.872611910E-2
4.244829167E-1,1.004109159E-1,6.756505370E-2,-5.868006125E-2
4.344779167E-1,1.066198051E-1,9.202059358E-2,-7.063552737E-2
