"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.782499983E-3,-3.674005717E-2,-4.354446530E-1,-5.063688755E-2
1.972250000E-2,-4.580439255E-2,-3.468657732E-1,-3.938157111E-2
2.966249999E-2,-4.830631986E-2,-2.705965340E-1,-3.556349874E-2
3.960250001E-2,-4.671427980E-2,-1.944604963E-1,-2.947418019E-2
4.954250000E-2,-4.191005975E-2,-1.121689379E-1,-1.682393625E-2
5.948150001E-2,-2.864379250E-2,-4.734760150E-2,-1.078814734E-2
6.942150000E-2,-1.923177205E-2,5.351965316E-3,-5.874948576E-3
7.936149999E-2,-1.389932446E-2,4.778730497E-2,-1.569150016E-3
8.930150000E-2,-1.048547402E-2,7.086986303E-2,8.607631549E-3
9.924149999E-2,-3.049662802E-3,6.663836539E-2,1.301409770E-2
1.091815000E-1,-1.694541425E-4,5.909622088E-2,1.436248142E-2
1.191215000E-1,7.007231936E-3,5.998837575E-2,1.338084042E-2
1.290615000E-1,6.722395308E-3,5.770823732E-2,1.017297897E-2
1.390015000E-1,9.099000134E-3,4.664600268E-2,3.624798730E-3
1.489415000E-1,1.020334754E-2,3.748155758E-2,2.027575858E-3
1.588815000E-1,1.140842773E-2,3.090221807E-2,-4.334449768E-3
1.688215000E-1,1.770898700E-2,3.464838862E-2,-7.033352740E-3
1.787615000E-1,1.803628914E-2,4.702197015E-2,-1.421110425E-2
1.887005000E-1,2.154941112E-2,6.663777679E-2,-1.345041580E-2
1.986405000E-1,2.235102281E-2,9.169518948E-2,-1.577722095E-2
2.085805000E-1,2.247325517E-2,1.130834669E-1,-2.295857295E-2
2.185205000E-1,2.946538478E-2,1.338758320E-1,-3.006015718E-2
2.284605000E-1,3.405971080E-2,1.551293582E-1,-4.513415694E-2
2.384005000E-1,4.128593206E-2,1.907765716E-1,-4.946365580E-2
2.483405000E-1,4.992844164E-2,1.963440776E-1,-3.866850957E-2
2.582805000E-1,6.124314666E-2,1.950748116E-1,-1.499380637E-2
2.682205000E-1,6.316882372E-2,2.402163446E-1,-5.548062734E-3
2.781605000E-1,6.709884852E-2,2.852221429E-1,-2.747216262E-3
2.881005000E-1,7.458332181E-2,3.172869384E-1,-3.071150742E-3
2.980405000E-1,8.714625239E-2,3.342805803E-1,3.481024411E-3
3.079795000E-1,9.714755416E-2,3.388299942E-1,1.051319577E-2
3.179195000E-1,9.894652665E-2,3.510653377E-1,1.939936541E-2
3.278595000E-1,1.018562987E-1,3.753737211E-1,2.430957183E-2
3.377995000E-1,1.117310300E-1,4.179302454E-1,2.322699875E-2
3.477395000E-1,1.123465449E-1,4.746807218E-1,1.150558330E-2
3.576795000E-1,1.239273027E-1,5.500527620E-1,-7.653729990E-3
3.676195000E-1,1.297862530E-1,6.350825429E-1,-3.249716759E-2
3.775595000E-1,1.375637501E-1,6.905612946E-1,-5.436784402E-2
3.874995000E-1,1.376928687E-1,6.909704208E-1,-6.517223269E-2
3.974395000E-1,1.267832220E-1,6.314902902E-1,-7.146448642E-2
4.073795000E-1,1.146742553E-1,5.444942117E-1,-7.690109313E-2
4.173195000E-1,1.098973453E-1,4.487549365E-1,-7.976239175E-2
4.272595000E-1,9.193325043E-2,3.571787179E-1,-8.767998219E-2
4.371995000E-1,8.368730545E-2,2.877527773E-1,-9.301295877E-2
4.471385000E-1,6.988742203E-2,2.460367978E-1,-9.514747560E-2
4.570785833E-1,6.358691305E-2,2.134258598E-1,-9.561246634E-2
4.670185833E-1,5.256784707E-2,1.905104816E-1,-9.076812118E-2
4.769585833E-1,4.315011203E-2,1.721722335E-1,-7.936819643E-2
4.868985833E-1,3.415634483E-2,1.570484936E-1,-7.549039274E-2
4.968385833E-1,2.297692746E-2,1.491418332E-1,-7.699694484E-2
5.067785833E-1,2.119783312E-2,1.380238533E-1,-8.393703401E-2
5.167185833E-1,2.033576742E-2,1.199313998E-1,-9.592924267E-2
5.266585833E-1,2.320622280E-2,9.218933433E-2,-1.027980074E-1
5.365985833E-1,2.758286148E-2,6.079491973E-2,-1.138400063E-1
5.465385833E-1,2.913059294E-2,3.864875436E-2,-1.235331595E-1
5.564785833E-1,3.422362357E-2,2.572496608E-2,-1.371344626E-1
5.664185833E-1,4.299671203E-2,2.570756897E-2,-1.482936144E-1
5.763585833E-1,5.371407419E-2,3.735863417E-2,-1.531482935E-1
5.862975833E-1,5.855809897E-2,6.078192964E-2,-1.512337476E-1
5.962375833E-1,5.879218876E-2,9.968938679E-2,-1.478243619E-1
6.061775833E-1,5.944593251E-2,1.457966119E-1,-1.433520913E-1
6.161175833E-1,5.659181997E-2,1.812014878E-1,-1.455484033E-1
6.260575833E-1,5.450939760E-2,2.024752200E-1,-1.448430717E-1
6.359975833E-1,4.781181738E-2,2.070028633E-1,-1.424100101E-1
6.459375833E-1,3.798986599E-2,1.961494237E-1,-1.522495002E-1
6.558775833E-1,3.925699741E-2,1.739184260E-1,-1.609465778E-1
6.658175833E-1,3.966297209E-2,1.341861188E-1,-1.694580168E-1
6.757575833E-1,3.702856973E-2,8.186804503E-2,-1.713438034E-1
6.856975833E-1,3.209351376E-2,2.732953802E-2,-1.736593693E-1
6.956375833E-1,3.750878200E-2,-1.611700654E-2,-1.743171662E-1
