"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780657469617569E9,"2026-06-05 1:04:29.618 UTC+02:00"
"PAUSE",4.157961133331992E1,1.780657511197204E9,"2026-06-05 1:05:11.197 UTC+02:00"
