"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.673541651E-3,1.147986390E-2,-1.941481978E-2,-8.005453274E-3
1.361254166E-2,1.063351147E-2,-9.613321163E-3,5.578265991E-3
2.355254165E-2,9.413054213E-3,-6.956520490E-3,1.015365403E-2
3.349254167E-2,5.077161826E-3,-1.035844255E-2,5.344251636E-3
4.343154165E-2,6.441905163E-3,-1.554324105E-2,6.955179386E-3
5.337154167E-2,4.883955698E-3,-2.044052631E-2,4.268848337E-3
6.331154166E-2,3.221269697E-3,-2.893714979E-2,5.383478478E-3
7.325154165E-2,1.765852328E-3,-2.829852328E-2,4.398108460E-3
8.319054166E-2,-1.471159048E-3,-2.755751461E-2,2.441692166E-3
9.313054165E-2,-2.303929068E-3,-3.075437248E-2,3.813219722E-3
1.030705417E-1,-5.988358986E-3,-3.120303154E-2,1.348578371E-3
1.130095416E-1,-4.769164603E-3,-3.445954621E-2,-3.154293634E-3
1.229495417E-1,-3.957687411E-3,-3.280044347E-2,-9.656705894E-3
1.328895417E-1,-1.208239701E-3,-3.128190711E-2,-1.104820613E-2
1.428285417E-1,-3.353910521E-3,-2.553147823E-2,-9.359609336E-3
1.527685417E-1,-2.533124760E-3,-1.697474159E-2,-6.864493713E-3
1.627085417E-1,-5.424341653E-3,-6.801147945E-3,-2.796251327E-3
1.726485417E-1,-4.051481839E-3,1.100717112E-3,9.811762720E-4
1.825875417E-1,-7.951953448E-4,5.317694508E-3,5.262626801E-3
1.925275417E-1,4.237379879E-3,1.073429827E-2,4.087373614E-3
2.024675416E-1,7.160931826E-3,1.392552815E-2,6.398387719E-3
2.124065417E-1,8.771078661E-3,1.338091120E-2,8.918536827E-3
2.223465416E-1,8.888578042E-3,9.957499802E-3,7.121551316E-3
2.322865417E-1,6.221954245E-3,6.901522167E-3,4.139077384E-3
2.422255416E-1,3.600516357E-3,3.309424967E-3,4.477432463E-3
2.521655417E-1,3.528344678E-3,-6.745606195E-3,-9.365072474E-4
2.621055417E-1,2.999529475E-3,-1.541869715E-2,-7.304260507E-3
2.720455417E-1,2.749725012E-3,-3.020350263E-2,-1.302286610E-2
2.819845417E-1,5.851469003E-3,-3.811036423E-2,-1.672121137E-2
2.919245417E-1,9.005184285E-3,-4.297329485E-2,-9.639867581E-3
3.018645417E-1,1.274238434E-2,-4.583714157E-2,-8.491346613E-3
3.118035417E-1,1.490567066E-2,-4.522141814E-2,-8.228758350E-3
3.217435417E-1,1.394042745E-2,-4.400934651E-2,-1.076414529E-2
3.316835416E-1,1.419156417E-2,-3.210608289E-2,-2.657240257E-2
3.416225417E-1,4.364052322E-3,-2.463082410E-2,-1.128412783E-2
3.515625416E-1,-6.984919310E-8,-1.893938333E-2,-1.526040025E-3
3.615025417E-1,-3.677841742E-3,-2.747214586E-2,-7.712842897E-3
3.714415416E-1,-3.751079086E-3,-2.903488837E-2,-1.121569797E-2
3.813815417E-1,-3.327800427E-3,-2.769560739E-2,-7.290371694E-3
3.913215417E-1,-1.459059771E-3,-2.887192555E-2,-8.254968561E-3
4.012615416E-1,5.259018391E-3,-3.059095144E-2,-1.230266877E-2
4.112005417E-1,7.897146046E-3,-2.794483304E-2,-1.316260360E-2
4.211405417E-1,1.093758736E-2,-2.116331086E-2,-7.366501726E-3
4.310805417E-1,1.065103151E-2,-2.065091766E-2,-7.938816212E-3
4.410195417E-1,1.189833879E-2,-1.995077729E-2,-1.012945268E-2
4.509595417E-1,8.159260266E-3,-1.796326041E-2,-1.040482242E-2
4.608995416E-1,3.528139088E-3,-1.639446057E-2,-8.716588840E-3
4.708385417E-1,-2.943874802E-3,-1.727144048E-2,-1.039384678E-2
4.807785416E-1,-3.187185619E-3,-1.748185232E-2,-7.242701016E-3
