"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.664928000E-3,2.930502892E0,-6.624756336E0,5.726930618E0
7.709932000E-3,2.920926094E0,-6.636727333E0,5.693411827E0
9.815707000E-3,2.901772499E0,-6.641515732E0,5.647922039E0
1.179909600E-2,2.889801502E0,-6.624756336E0,5.597643375E0
1.381333100E-2,2.875436306E0,-6.629544735E0,5.635950565E0
1.579764400E-2,2.837129116E0,-6.636727333E0,5.655104637E0
1.781149500E-2,2.827552319E0,-6.629544735E0,5.674258232E0
1.979480700E-2,2.820369720E0,-6.627150536E0,5.683835030E0
2.180927300E-2,2.832340717E0,-6.629544735E0,5.714959621E0
2.379174000E-2,2.853888512E0,-6.631938934E0,5.770026207E0
2.580720500E-2,2.858676910E0,-6.636727333E0,5.805939198E0
2.779028700E-2,2.834734917E0,-6.624756336E0,5.872976780E0
2.980444500E-2,2.820369720E0,-6.617573261E0,5.896918774E0
3.178875800E-2,2.817975283E0,-6.627150536E0,5.899312973E0
3.380260900E-2,2.784456491E0,-6.624756336E0,5.889736176E0
3.581822800E-2,2.758120298E0,-6.639121532E0,5.877765179E0
3.780046400E-2,2.748543501E0,-6.639121532E0,5.877765179E0
3.981462300E-2,2.719813108E0,-6.639121532E0,5.858611584E0
4.179855000E-2,2.705447912E0,-6.651092529E0,5.851428986E0
4.381301700E-2,2.703053713E0,-6.665457726E0,5.849034786E0
4.579579000E-2,2.722207308E0,-6.687005520E0,5.817910194E0
4.780971800E-2,2.731784105E0,-6.706159115E0,5.803544998E0
4.979403100E-2,2.772485495E0,-6.703764915E0,5.765237808E0
5.180780400E-2,2.806004286E0,-6.696582317E0,5.772420406E0
5.379119300E-2,2.832340717E0,-6.698976517E0,5.770026207E0
5.580727500E-2,2.882618904E0,-6.696582317E0,5.750872612E0
5.778851000E-2,2.894589901E0,-6.682217121E0,5.750872612E0
5.980359200E-2,2.913743496E0,-6.675034523E0,5.748478413E0
6.181713400E-2,2.925714493E0,-6.682217121E0,5.743690014E0
6.380198600E-2,2.916137695E0,-6.670246124E0,5.705382824E0
6.581622100E-2,2.899378300E0,-6.660669327E0,5.681440830E0
6.779830200E-2,2.875436306E0,-6.627150536E0,5.659893036E0
6.981400000E-2,2.815581083E0,-6.629544735E0,5.626373768E0
7.179738800E-2,2.794033289E0,-6.636727333E0,5.612008572E0
7.381070100E-2,2.767697096E0,-6.622362137E0,5.585672379E0
7.579616800E-2,2.741360903E0,-6.615179062E0,5.571307182E0
7.780855600E-2,2.726995707E0,-6.619967937E0,5.556941986E0
7.979279200E-2,2.698265314E0,-6.622362137E0,5.511452198E0
8.180756600E-2,2.676717520E0,-6.610390663E0,5.499481201E0
8.379095500E-2,2.655169725E0,-6.605602264E0,5.489904404E0
8.580457500E-2,2.638410330E0,-6.603208065E0,5.475539207E0
8.778765600E-2,2.621650934E0,-6.596025467E0,5.463568211E0
8.980235300E-2,2.585737944E0,-6.600813866E0,5.427655220E0
9.181689700E-2,2.552218914E0,-6.603208065E0,5.403713226E0
9.380028500E-2,2.535459518E0,-6.591237068E0,5.391742229E0
9.581506000E-2,2.489969730E0,-6.574477673E0,5.370194435E0
9.779783400E-2,2.454056740E0,-6.564900875E0,5.341464043E0
9.981199200E-2,2.430114746E0,-6.562506676E0,5.334281445E0
1.017956120E-1,2.394201756E0,-6.555324078E0,5.317522049E0
1.038089240E-1,2.363077164E0,-6.526593685E0,5.327098846E0
1.057937750E-1,2.339135170E0,-6.517016888E0,5.327098846E0
1.078073950E-1,2.293645144E0,-6.519411087E0,5.312733650E0
1.097913990E-1,2.272097349E0,-6.512228489E0,5.279214859E0
1.118058660E-1,2.238578558E0,-6.500257492E0,5.281609058E0
1.137892560E-1,2.185906172E0,-6.481103897E0,5.286397457E0
1.158052600E-1,2.161964178E0,-6.488286495E0,5.295974255E0
1.177868030E-1,2.130839586E0,-6.495469093E0,5.329493046E0
1.198009610E-1,2.104503393E0,-6.524199486E0,5.370194435E0
1.218156580E-1,2.085349798E0,-6.540958881E0,5.391742229E0
1.237990480E-1,2.092532396E0,-6.564900875E0,5.449203014E0
1.258129750E-1,2.121262789E0,-6.615179062E0,5.442020416E0
1.277966720E-1,2.159569979E0,-6.636727333E0,5.401319027E0
1.298113700E-1,2.257732153E0,-6.687005520E0,5.303156853E0
