"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780657771017677E9,"2026-06-05 1:09:31.018 UTC+02:00"
"PAUSE",4.241674545832211E1,1.780657813434380E9,"2026-06-05 1:10:13.434 UTC+02:00"
