"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.941807000E-3,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
5.986424000E-3,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
8.091655000E-3,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
1.007534700E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
1.208980800E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
1.407311700E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
1.608788600E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
1.807157900E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
2.008519400E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
2.206942600E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
2.408419500E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
2.606758000E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
2.808211800E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
3.006511800E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
3.207904200E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
3.409311900E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
3.607688800E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
3.809104200E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
4.007381200E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
4.208888900E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
4.407258200E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
4.608604300E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
4.807096600E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
5.008450600E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
5.206789000E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
5.408212100E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
5.606581400E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
5.807989100E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
6.009504500E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
6.207750700E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
6.409258400E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
6.607566100E-2,2.138028294E-2,-5.619960278E-2,-2.565634064E-2
6.809004600E-2,2.443460980E-3,-3.787364438E-2,-1.160643995E-2
7.007350800E-2,0.000000000E0,-4.520402849E-2,-1.282817032E-2
7.208796900E-2,1.221730490E-3,-5.009094998E-2,-1.160643995E-2
7.407135400E-2,6.108652451E-4,-5.497787148E-2,-1.221730467E-2
7.608574000E-2,0.000000000E0,-5.925392732E-2,-1.099557430E-2
7.806912400E-2,0.000000000E0,-6.169738993E-2,-1.099557430E-2
8.008274000E-2,-6.108652451E-4,-6.658431143E-2,-8.552113548E-3
8.206704700E-2,0.000000000E0,-7.086037099E-2,-1.038470957E-2
8.408020100E-2,1.221730490E-3,-6.902777404E-2,-1.160643995E-2
8.606489500E-2,1.221730490E-3,-7.330382615E-2,-1.282817032E-2
8.808027900E-2,-1.832595794E-3,-7.086037099E-2,-1.221730467E-2
9.006212500E-2,-1.832595794E-3,-7.269296050E-2,-1.282817032E-2
9.207712500E-2,-6.108652451E-4,-7.147123665E-2,-1.343903504E-2
9.409158800E-2,0.000000000E0,-7.086037099E-2,-1.466076635E-2
9.607374200E-2,-1.221730490E-3,-7.208210230E-2,-1.404990070E-2
9.808851100E-2,-6.108652451E-4,-6.780604273E-2,-1.588249579E-2
1.000715880E-1,6.108652451E-4,-6.597344577E-2,-1.527163107E-2
1.020867420E-1,0.000000000E0,-6.475171447E-2,-1.588249579E-2
1.040710500E-1,-6.108652451E-4,-6.108652428E-2,-1.954768784E-2
1.060838970E-1,2.443460980E-3,-5.986479297E-2,-1.649336144E-2
1.080682810E-1,1.832595794E-3,-5.314527452E-2,-1.893682219E-2
1.100823580E-1,2.443460980E-3,-4.948008433E-2,-1.710422710E-2
1.120657440E-1,3.054326167E-3,-4.825835302E-2,-2.015855350E-2
1.140798980E-1,5.497787148E-3,-4.337143153E-2,-1.710422710E-2
1.160633590E-1,6.108652335E-3,-4.153883830E-2,-1.954768784E-2
1.180774360E-1,7.330383174E-3,-3.909537569E-2,-1.954768784E-2
1.200928210E-1,6.719517522E-3,-3.726277873E-2,-1.832595654E-2
1.220756680E-1,7.330383174E-3,-3.604105115E-2,-1.832595654E-2
1.240888990E-1,8.552113548E-3,-3.237585723E-2,-1.832595654E-2
1.260735140E-1,1.160643995E-2,-2.932153270E-2,-1.771509275E-2
1.280882060E-1,9.162978269E-3,-2.443460934E-2,-1.588249579E-2
1.300710530E-1,9.773843922E-3,-2.260201424E-2,-1.710422710E-2
1.320845920E-1,9.162978269E-3,-2.199114859E-2,-1.710422710E-2
1.340685150E-1,8.552113548E-3,-1.954768784E-2,-1.588249579E-2
1.360827460E-1,1.160643995E-2,-1.710422710E-2,-1.649336144E-2
1.380669770E-1,8.552113548E-3,-1.588249579E-2,-1.343903504E-2
1.400808240E-1,9.773843922E-3,-1.404990070E-2,-1.404990070E-2
1.420648240E-1,9.773843922E-3,-1.099557430E-2,-1.343903504E-2
1.440790540E-1,8.552113548E-3,-1.099557430E-2,-1.221730467E-2
1.460931310E-1,9.162978269E-3,-1.038470957E-2,-9.773843922E-3
1.480778250E-1,7.330383174E-3,-6.719517522E-3,-1.282817032E-2
1.500907480E-1,6.719517522E-3,-8.552113548E-3,-1.099557430E-2
1.520744400E-1,6.719517522E-3,-8.552113548E-3,-9.773843922E-3
1.540888250E-1,9.773843922E-3,-1.099557430E-2,-9.773843922E-3
1.560722090E-1,8.552113548E-3,-1.343903504E-2,-9.162978269E-3
1.580855180E-1,5.497787148E-3,-1.282817032E-2,-7.941247895E-3
1.600700570E-1,6.719517522E-3,-1.282817032E-2,-7.941247895E-3
1.620839800E-1,6.719517522E-3,-1.404990070E-2,-9.162978269E-3
1.640672870E-1,4.886921961E-3,-1.221730467E-2,-7.330383174E-3
1.660818270E-1,4.886921961E-3,-1.466076635E-2,-7.941247895E-3
1.680675960E-1,4.886921961E-3,-1.466076635E-2,-6.719517522E-3
1.700786730E-1,5.497787148E-3,-1.527163107E-2,-7.330383174E-3
1.720935190E-1,5.497787148E-3,-1.832595654E-2,-9.162978269E-3
1.740778270E-1,4.886921961E-3,-1.893682219E-2,-7.941247895E-3
1.760909820E-1,4.886921961E-3,-2.076941915E-2,-8.552113548E-3
1.780752890E-1,5.497787148E-3,-2.260201424E-2,-5.497787148E-3
1.800892120E-1,3.054326167E-3,-2.321287990E-2,-6.108652335E-3
1.820729050E-1,2.443460980E-3,-2.321287990E-2,-6.719517522E-3
1.840876750E-1,3.665191587E-3,-2.382374369E-2,-5.497787148E-3
1.860707520E-1,4.886921961E-3,-2.687807009E-2,-4.886921961E-3
1.880861370E-1,4.276056774E-3,-2.932153270E-2,-4.276056774E-3
1.900691370E-1,2.443460980E-3,-3.054326214E-2,-3.054326167E-3
1.920823670E-1,4.276056774E-3,-3.237585723E-2,-5.497787148E-3
1.940657530E-1,3.665191587E-3,-3.481931984E-2,-4.276056774E-3
1.960808300E-1,3.054326167E-3,-3.726277873E-2,-3.054326167E-3
1.980642140E-1,1.832595794E-3,-3.726277873E-2,-3.054326167E-3
2.000780610E-1,6.108652451E-4,-4.031710699E-2,-5.497787148E-3
2.020934460E-1,1.221730490E-3,-3.848451003E-2,-5.497787148E-3
2.040756770E-1,1.221730490E-3,-4.031710699E-2,-3.054326167E-3
2.060897540E-1,6.108652451E-4,-3.848451003E-2,-4.276056774E-3
2.080747540E-1,1.832595794E-3,-3.909537569E-2,-4.886921961E-3
2.100886000E-1,-2.443460980E-3,-3.909537569E-2,-6.108652335E-3
2.120716010E-1,-3.054326167E-3,-4.153883830E-2,-8.552113548E-3
2.140860630E-1,-2.443460980E-3,-4.276056588E-2,-6.108652335E-3
2.160695240E-1,-2.443460980E-3,-4.031710699E-2,-6.108652335E-3
2.180836780E-1,-4.886921961E-3,-4.092797264E-2,-6.719517522E-3
2.200676020E-1,-6.108652335E-3,-3.665191308E-2,-6.719517522E-3
2.220815250E-1,-3.665191587E-3,-3.909537569E-2,-6.108652335E-3
2.240661410E-1,-3.054326167E-3,-3.787364438E-2,-4.276056774E-3
2.260790640E-1,-6.108652335E-3,-3.420845419E-2,-4.886921961E-3
2.280950640E-1,-4.886921961E-3,-3.298672289E-2,-4.276056774E-3
2.300762950E-1,-7.941247895E-3,-2.687807009E-2,-1.832595794E-3
2.320909880E-1,-5.497787148E-3,-2.748893574E-2,-3.054326167E-3
2.340750650E-1,-7.330383174E-3,-2.260201424E-2,-6.108652451E-4
2.360895260E-1,-6.108652335E-3,-2.015855350E-2,-1.221730490E-3
2.380729120E-1,-6.719517522E-3,-1.588249579E-2,-1.832595794E-3
2.400870660E-1,-4.886921961E-3,-9.162978269E-3,-6.108652451E-4
2.420716810E-1,-5.497787148E-3,-6.108652335E-3,-2.443460980E-3
2.440842200E-1,-4.276056774E-3,-2.443460980E-3,1.832595794E-3
2.460685270E-1,-4.276056774E-3,9.773843922E-3,3.054326167E-3
2.480806050E-1,-4.276056774E-3,9.773843922E-3,3.054326167E-3
2.500654510E-1,-5.497787148E-3,9.773843922E-3,0.000000000E0
2.520806050E-1,-3.665191587E-3,1.832595654E-2,1.832595794E-3
2.540636820E-1,-3.054326167E-3,2.260201424E-2,1.832595794E-3
2.560781450E-1,6.108652451E-4,2.504547499E-2,3.665191587E-3
2.580922220E-1,-2.443460980E-3,3.176499158E-2,4.276056774E-3
2.600753750E-1,-1.832595794E-3,3.481931984E-2,4.276056774E-3
2.620903750E-1,-2.443460980E-3,4.031710699E-2,4.886921961E-3
2.640740680E-1,-6.108652451E-4,4.337143153E-2,4.276056774E-3
2.660876840E-1,1.221730490E-3,4.276056588E-2,5.497787148E-3
2.680725300E-1,1.221730490E-3,4.886921868E-2,4.276056774E-3
2.700855300E-1,2.443460980E-3,4.948008433E-2,7.941247895E-3
2.720689150E-1,6.108652451E-4,5.009094998E-2,4.276056774E-3
2.740842240E-1,-6.108652451E-4,5.375614017E-2,7.330383174E-3
2.760670700E-1,1.221730490E-3,5.131268129E-2,7.941247895E-3
