"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538317604271E9,"2026-06-04 3:58:37.604 UTC+02:00"
"PAUSE",3.217595383333355E1,1.780538349780318E9,"2026-06-04 3:59:09.780 UTC+02:00"
