"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537532350249E9,"2026-06-04 3:45:32.350 UTC+02:00"
"PAUSE",3.484355508333283E1,1.780537567193570E9,"2026-06-04 3:46:07.194 UTC+02:00"
