"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.044437500E-2,-2.426085788E-1,2.624990523E-2,1.069385576E-1
2.043937500E-2,-1.951280183E-1,7.010541134E-2,1.146633142E-1
3.043437500E-2,-1.649242258E-1,6.249628343E-2,1.540133214E-1
4.042937500E-2,-1.046189672E-1,5.624378264E-2,1.418733323E-1
5.042437500E-2,8.872857392E-2,7.404775031E-2,1.001826847E-1
6.041937500E-2,1.844761455E-1,9.811116233E-2,9.628025293E-2
7.041437500E-2,1.962331420E-1,1.262782965E-1,9.642175555E-2
8.040837500E-2,1.781634915E-1,1.254867297E-1,8.139090300E-2
9.040337500E-2,2.000274003E-2,1.310269665E-1,3.478274703E-2
1.003983750E-1,-2.309328586E-1,6.610511184E-2,1.280540228E-2
1.103933750E-1,-4.171356869E-1,2.627146684E-2,-2.275736332E-3
1.203883750E-1,-4.355093926E-1,3.371131785E-2,-3.635272443E-2
1.303833750E-1,-3.354611939E-1,-6.115895212E-3,1.507879972E-2
1.403783750E-1,-2.077316916E-1,-5.789050475E-2,3.351857901E-2
1.503733750E-1,-2.863439977E-2,-7.525468871E-2,6.935733318E-2
1.603683750E-1,1.293485963E-1,-6.069599882E-2,9.561834812E-2
1.703633750E-1,1.880300832E-1,-5.432808861E-2,1.395859015E-1
1.803583750E-1,2.176392138E-1,-7.939057052E-2,1.117730355E-1
1.903523750E-1,2.238226444E-1,-1.065819506E-1,7.952856481E-2
2.003473750E-1,2.132298285E-1,-1.056257115E-1,8.681828856E-2
2.103423750E-1,2.320654643E-1,-1.141559952E-1,1.039827901E-1
2.203373750E-1,2.170205784E-1,-1.469316854E-1,7.185526371E-2
2.303323750E-1,2.448685277E-1,-1.144536185E-1,2.539796591E-2
2.403273750E-1,3.475204915E-1,-9.120677009E-2,-1.135470808E-2
2.503223750E-1,4.471190393E-1,-1.006466612E-1,2.277724385E-2
2.603173750E-1,5.570197964E-1,-1.069296406E-1,6.186646521E-2
2.703123750E-1,7.143274391E-1,-1.141739023E-1,2.876771629E-2
2.803073750E-1,8.637343240E-1,-1.215221713E-1,5.014513671E-2
2.903023750E-1,9.625908601E-1,-1.954649641E-1,1.596020901E-1
3.002973750E-1,1.084883037E0,-2.858829448E-1,1.703919572E-1
3.102923750E-1,1.123819646E0,-3.592908635E-1,1.332685697E-1
3.202863750E-1,1.115842289E0,-4.261675885E-1,3.305840313E-2
3.302813750E-1,1.048800454E0,-4.513881645E-1,-5.200104296E-2
3.402763750E-1,9.667938387E-1,-4.031757519E-1,-2.227707303E-1
3.502713750E-1,8.914588970E-1,-3.721610968E-1,-3.293315578E-1
3.602663750E-1,7.304827112E-1,-3.238391950E-1,-4.734116292E-1
3.702613750E-1,6.236523271E-1,-2.201565132E-1,-6.559529310E-1
3.802563750E-1,6.117824793E-1,-1.244359850E-1,-7.042386532E-1
3.902513750E-1,5.346413326E-1,-1.087975337E-1,-7.558836007E-1
4.002463750E-1,4.663002455E-1,-1.317651775E-1,-7.956247866E-1
4.102413750E-1,3.840457088E-1,-1.836323192E-1,-7.405253041E-1
4.202363750E-1,3.218997467E-1,-1.808924601E-1,-6.430335081E-1
4.302303750E-1,2.454859936E-1,-1.765983380E-1,-6.290598321E-1
4.402253750E-1,2.687748688E-1,-2.041474215E-1,-6.333949578E-1
4.502203750E-1,3.683757555E-1,-2.513821066E-1,-5.760232472E-1
4.602153750E-1,4.176771390E-1,-2.889172842E-1,-5.921972305E-1
4.702103750E-1,4.644712365E-1,-2.720552665E-1,-5.122032273E-1
4.802053750E-1,5.056520069E-1,-1.771994318E-1,-3.805707085E-1
4.902003750E-1,4.792565060E-1,-1.618979628E-1,-6.535842240E-2
5.001953750E-1,6.325307393E-1,-1.919791830E-1,5.405680704E-1
5.101903750E-1,1.126804649E0,-8.021722063E-2,7.164950019E-1
5.201853750E-1,1.419966500E0,-7.752571072E-2,5.435676920E-1
5.301803750E-1,1.378853558E0,-1.741630824E-1,4.091717792E-1
5.401753750E-1,1.297791268E0,-2.581994119E-1,1.469463766E-1
5.501693750E-1,1.212404963E0,-2.839801694E-1,-1.255414742E-1
5.601643750E-1,1.120480886E0,-1.844751588E-1,-2.526038092E-1
5.701593750E-1,8.596348411E-1,-8.912427510E-2,-5.979935753E-1
5.801543750E-1,3.877645379E-1,-1.606996125E-1,-8.246737540E-1
5.901493750E-1,-2.283220768E-2,-2.786148923E-1,-9.040070218E-1
6.001443750E-1,-2.265497857E-1,-3.713633173E-1,-1.025711553E0
6.101393750E-1,-1.348566735E-1,-3.512767428E-1,-1.095858260E0
6.201343750E-1,1.376282537E-1,-2.077819228E-1,-1.073340633E0
6.301293750E-1,3.552733147E-1,-1.189859232E-1,-7.543568927E-1
6.401243750E-1,6.142003030E-1,-6.429262117E-2,5.779446423E-2
6.501193750E-1,1.142017935E0,2.835924442E-1,3.109213069E-1
6.601133750E-1,1.650414625E0,5.319409057E-1,4.220523182E-1
6.701083750E-1,1.946971954E0,4.622263807E-1,3.877733088E-1
6.801033750E-1,1.740023205E0,1.377836435E-1,2.522067833E-1
6.900983750E-1,1.290534289E0,-2.683554773E-1,1.130734563E-1
7.000933750E-1,9.342768878E-1,-5.580187932E-1,-1.734459579E-2
7.100883750E-1,9.271462083E-1,-6.473889528E-1,-1.683217505E-1
7.200833750E-1,1.138306122E0,-5.195587322E-1,-2.085555643E-1
7.300783750E-1,1.266754832E0,-2.031527370E-1,-1.487373787E-1
7.400733750E-1,1.471347154E0,8.626938120E-2,-1.127541983E-1
